date,time,tweet
2023-05-29,,"quiero trabajar con ustedes, me ayudan diciéndome como!"
2023-05-30,,gracias!
2023-05-30,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…
2023-05-30,,Eficiencia
2023-05-31,,Muchas gracias nunca me contestó. Afounadamente ya ha quedado resuelto.
2023-05-31,,"¡Hola! Abre tu Cuenta Hey y obtén un boleto dorado cada mes para ganar.https://t.co/j45MnogZ Te recomiendo muchísimo la cuenta, de hecho la reseñan muy bien varios YouTubers de finanzas."
2023-05-31,,Muchas gracias por el Boleto Dorado ☺️
2023-06-01,,Gracias por la apoación. Saludos
2023-06-01,,Esto es lo que yo llamo ServicioalCliente Mexico de verdad así es que un banco debe tratar a un cliente no es nada más meter el dinero. Aprendan
2023-06-01,,"Buen día, es más fácil que usted obtenga el crédito con alguna caja popular, no hay peor lucha que la que no se hace, saludos"
2023-06-02,,Gracias
2023-06-02,,Gracias quedó en espera
2023-06-02,,les dejé un DM solicitando de su valioso apoyo.Saludos
2023-06-02,,Muchas gracias Un mes gratis de
2023-06-03,,"Gracias, ya envié mi duda"
2023-06-03,,Gracias por responder! Me da mucho gusto que te hayan solucionado rápido. Ojalá así sea mi caso 🤞🏼Saludos
2023-06-03,,"Gracias lic hace tres años, si usted dice que no me deben negar volveré a hacerlo, muy amable por su atención un abrazo"
2023-06-03,,"Muchas gracias, si lo haré de nuevo un abrazo fuee 🫶"
2023-06-03,,Por favor . Gracias
2023-06-05,,"Gracias, saludos"
2023-06-05,,Muchas gracias por responder!Acabo de lograr el desbloqueo!
2023-06-05,,Espero que si
2023-06-06,,"JAJAJAJJAJA VIC, trabajo en hey, cualquier duda no dudes en mandarme mensajito🫶🏻"
2023-06-07,,Gracias
2023-06-07,,Las de tienen buenos diseños.
2023-06-08,,HOLA???
2023-06-10,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…
2023-06-12,16:52:11,"Gracias, estoy al pendiente de la información."
2023-06-13,20:36:26,Yo fui muy feliz por muchos años con la Santander Free hasta que me cambié a HeyBanco y su tarjeta me pareció una chulada. Recomiendo ampliamente.
2023-06-15,22:51:17,Hola. En mi caso me comuniqué al 81 4392 2626 y allí me resolvieron. Por founa fue algo sencillo y rápido ¡Suee!
2023-06-15,18:35:12,Más fácil que Now saque sus tarjetas de crédito
2023-06-16,19:41:04,"Perfecto, iré a un punto Hey. Gracias, bebé LOL"
2023-06-16,18:03:36,"He probado 4 bancos tradicionales diferentes y hasta el momento el mejor manejando MSI, ha sido ✅Te permite ver exactamente cuánto debes en total. ✅ Te da la lista de todos los pagos futuros que tendrás que hacer mes por mes. ✅ Te da cashback de 2% en efectivo."
2023-06-17,18:00:08,Oye 🌝 Qué excelente tiempo de respuesta y amable personal en tu centro de atención ♥️ 🥰
2023-06-18,17:29:39,Listo muchas Gracias
2023-06-19,19:52:35,Gracias
2023-06-19,14:43:55,Muchas gracias
2023-06-19,15:36:18,¡Estamos para servie!
2023-06-19,13:32:11,Con es tan sencillo hacer todo tipo de movimientos desde mi celular. Además tienen una super tasa de rendimiento…
2023-06-20,18:20:40,Muchas gracias
2023-06-20,22:22:06,"hola , les mandé un dm, gracias !"
2023-06-20,21:26:18,Muchas gracias! Si entrare para levantar un repoe a
2023-06-20,06:47:43,La de está más coqueta y tienen beneficios reales. 🔥
2023-06-20,06:10:33,Listos! 💪🏼heybanco PalNoe2021
2023-06-21,21:22:49,"Gracias, arreglado"
2023-06-21,16:20:21,Gracias 😊🤗
2023-06-21,22:03:28,"Muchas Gracias, ya fue resuelto, gracias por el sopoe. Excelente servicio 👌🏽"
2023-06-21,03:47:49,Muchas gracias por la felicitación 🤗
2023-06-21,16:32:41,Si nunca había tenido este tipo de situación con otros métodos de pago y se me hace increíble como una operación tan sencilla como pagar con tu tarjeta de en una página web se conviee en toda una mala experiencia de usuario con su servicio.
2023-06-22,16:25:12,Vaaaaa gracias por el dato
2023-06-22,15:16:55,"Buen dia, saque un carro usado en merkauto, y me autorizaron el crédito el lunes 19 de Junio pero es fecha que no me llaman a firmar contrato y factura, como puedo saber cuando esta listo porque esta tardando mucho un proceso como este, gracias."
2023-06-22,20:38:17,"Para que estén bien atentos a lo que les llega, gracias a les compao el correo para que vean por dónde les quieren llegar. Pónganse listos."
2023-06-23,17:14:56,AMO heybanco bien cabron. Jaja
2023-06-24,02:10:01,Por fiiiin modificaron la app de ya detecta mi huella y tiene una bonita sección de métricas de tus gastos. Ah y pagué sin temas la luz.
2023-06-27,07:20:57,Yo estoy con la verdad✨
2023-06-28,17:42:50,Gracias!
2023-06-28,04:45:09,Gracias! Lo hice y quedo. 🙌🏻
2023-06-28,22:48:04,"Se resolvió, volviendo a instalar la app"
2023-06-28,17:28:12,"Gracias, ahora se los envío"
2023-06-29,17:45:59,"buen día, ¿esto es real?"
2023-06-29,03:03:50,"Ps.... su aplicación es la mejor, he visto HSBC y Banamex y nel. ¿qué tal la de HeyBanco, la has probado?"
2023-06-30,17:26:15,Muchas gracias ✨
2023-06-30,19:02:11,"Desde que abrí mi cuenta los amo ♥️. Si puedes, te recomiendo INVERSIÓN HEY ahí tengo mis ahorros y si eres Hey Pro hay mejores rendimientos 🤩"
2023-07-01,04:07:54,"Respuesta favorable, gracias!"
2023-07-02,15:01:49,Por eso amamos ✨🩷
2023-07-03,20:36:54,"Una más Techreo de Came, está súper bien.... además de que ahora están dando unos regalos solo por inveir con ellos...seguro y muy fácil."
2023-07-04,19:32:32,Nos da mucho gusto que seas pae de esta gran familia FINSUS ¡Saludos! 😎💙
2023-07-04,16:46:43,¡Hola Gracias por ser pae de esta gran familia FINSUS 😎👊
2023-07-04,16:23:59,Hace pocos días estaba disponible
2023-07-04,15:27:39,FINSUS siempre me a gustado mucho :) Aprovechando les dejo mi enlace de referido ;) Utiliza mi código CASTILLO--79570
2023-07-04,14:11:14,"Pedida, esta si vale la pena el precio jajaja"
2023-07-04,09:42:38,Sin duda!
2023-07-05,04:08:16,Intenta es buenazo!!
2023-07-06,05:06:15,"ay suena súper bien, justo lo que me anda gustando mucho ahorita de nu es su pae de hacer crecer tu dinero jajk o sea la inversión, quiero entrarle más al tema👀 la más fan de los neobanks, definitivamente cuando por fin mande alv a banamex me abriré una de heybanco 🤓🩷"
2023-07-06,02:59:57,"Fácil: entro a pagos, elijo la tarjeta, elijo el plazo (3 meses, 0%), aceptar, token 👉 Error. Antes he pagado sin problemas. Puedo hacer otras operaciones con token sin problemas."
2023-07-06,02:24:11,"😍 El nuevo diseño de las TDC de esta ma-ma-lón chavos. 🙋🏽‍♂️ Tan pronto me regrese de USA voy a solicitar mi nuevo diseño (carísimo el envío por cieo, ni Obama lo tiene). 👀Por cieo, su programa de recompensas esta bastante aceptable eh. 💡https://t.co/F79GXxxqTB"
2023-07-06,02:11:00,"📢 Tarjetas de Crédito (TDC) SIN anualidad y con diseños chingones. 🚨Aunque antes de usar una TDC debes aprender a usarla papucho. 📢 Personalmente la uso y me va muy bien, la aceptan donde sea (incluso en el gabacho). 👀Checa:"
2023-07-07,16:18:25,"Muchas gracias, Justo llame hace dos días para la aclaración, espero no sea tan tardado y salga bien"
2023-07-07,01:24:12,"Gracias, acabo de mandar el correo."
2023-07-08,05:58:28,"Varias meses siendo usuario HeyPro en y al fin me dieron por lo menos unos de sus puntos, algo más que una taza preferencial de inversión."
2023-07-09,20:12:00,"Perfecto, estaré atenta. Muchas gracias."
2023-07-10,17:49:42,Rifadisimo en lo personal si me gustó.
2023-07-11,23:55:24,"Sí me sirvió, muchas gracias 🫶🏽"
2023-07-11,20:50:22,"Que sean tan fácil de usar y sobre todo confiables como heybanco, cuales?"
2023-07-11,03:16:37,"Ya me llegó la Ajolotarjeta de y me encantó, acá les dejo el unboxing para que vean más detalles de este nuevo diseño:"
2023-07-11,01:51:29,Yo voy a pedir la mía está preciosa esa tarjeta 👍🥰
2023-07-13,18:28:34,¡Te invitamos a ser pae de Klar para que comiences a disfrutar de nuestros beneficios! 😀☺️
2023-07-13,05:36:30,Gracias ya mande un correo
2023-07-14,22:08:32,"Gracias por el repoe. Exacto, ya pagué. Cc"
2023-07-14,20:26:17,realmente dan servicio al cliente por este medio?
2023-07-14,18:55:12,I highly recommend you to👉@Legith_hacks on Instagram he helped me out when I had same issues
2023-07-15,17:01:34,"Que bueno, gracias por estar atentos. También chequen su nivel de ""empatia"" con sus clientes, de todas las formas. ✌️"
2023-07-15,04:58:58,Que dato tan interesante me has dado! Conoces ?
2023-07-15,02:54:54,"Huy tambien Stori y Mercado Crédito desde 10 días antes están mandando SMS, notificaciones vía app y whats."
2023-07-16,15:27:21,Gracias ya les contesté
2023-07-17,23:51:26,Muy bien. Ya la solicité y si me la otorgaron. Elegí el diseño de ajolotito. 😎
2023-07-18,18:15:18,Gracias
2023-07-18,17:01:27,This web3 developer's MEV strategy is the real deal - earning him over 5 ETH per week and taking his crypto earnings to new heights.
2023-07-18,14:13:39,"Buenos días, he gracias por la atención, llame al servicio al cliente y todo bien, ya no aparece así, muchas gracias 👀"
2023-07-18,05:07:34,"Buena noche! En Mayo pedi un ceificado de regalo de amazon con HeyCoins, estaba viendo el estado del pedido y me aparece en Procesando, hay algun estimado de cuando se procesan estos pedidos? Muchas Gracias."
2023-07-19,23:03:01,"Jajajaja por eso no me toman enserio, perooo nunca dejaré de usar a cheems para algunos vídeos jajaja Hoy vídeo en el cana…"
2023-07-19,19:30:02,"me pueden atender por aqui, no creo que haya problema."
2023-07-19,16:56:45,"esperemos que responda en sinceramente no he tenido problemas con ellos se me hace un buen banco, muchas gracias."
2023-07-19,03:18:39,El mejor banco es HeyBanco por mucha diferencia nk
2023-07-21,18:19:03,"Sí, tengo distintas cuentas y siempre me han apoyado cuando llega a pasar algo. Hasta ahora HeyBanco y BBVA han sido mis mejores experiencias"
2023-07-21,18:17:46,Recomiendo HeyBanco
2023-07-21,04:46:51,Gracias. Ya me explicaron. Muy amables.
2023-07-22,23:11:44,Yo he tenido buena experiencia con HeyBanco. 1% cashback en compras físicas y 2% en compras online. La app es fácil de usar y permite inveir al 10% anual renovando cada 7 días. Actualmente la utilizo para cubrir mi gasto mensual. Estoy contento con ella.
2023-07-22,11:32:23,"En menos de un mes logré desbloquear estos grandes beneficios, gracias por brindar esta herramienta para promover e…"
2023-07-23,22:10:43,Enserio! Wow muchas gracia spor la respuesta en unos minutos más termino de abrir mi cuenta
2023-07-23,22:09:50,Ilimitadas. Puedes hacer todas las que quieras con los plazos que gustes y los mejores rendimientos. En ofrecemos la mejor plataforma digital que te permite libead financiera.
2023-07-23,17:54:30,"Gracias, ya les contesté🙏🙏🙏"
2023-07-24,23:22:43,"Ha, thanks for the rec! I loved the idea of having a digital bank that's pa of the Multired (consoium of ATMs) but I guess it was not to be 🙄."
2023-07-24,19:58:54,Gracias
2023-07-27,00:01:54,"Puedes empezar con tarjetas de crédito ""garantizadas"" Son para personas que no tienen historial. Stori o heybanco sería lo mejorcito. Recibir nómina también ayuda mucho con los bancos tradicionales c:"
2023-07-28,22:43:10,"Hoygan , mi TDC coó el 17-7-23 y la fecha límite de pago es el próximo jueves 3. Se supone que mientras pague antes de esa fecha no hay problema. Correcto?"
2023-07-28,21:02:59,Yap!
2023-07-28,20:31:24,Dame el telefono de servicio al cliente
2023-07-29,18:04:22,tomalo por el lado amable y para el proximo recibo ya es gratis heheheheh
2023-07-29,05:56:41,Jajaja verdad que sí
2023-07-30,18:08:07,Muchas gracias
2023-08-01,20:01:28,Gracias por el seguimiento. Ya quedó resuelto y no era problema de ustedes.
2023-08-01,17:48:12,"Excelente servicio Por cieo, como dato Por cualquier cosa yo no di mis datos bancarios pues de uso común Yo tengo una cuenta digital de HeyBanco que no utilizo más que para esto, y ahí me han estado llegando mis transferencias Adjunto evidencia"
2023-08-01,14:15:42,"Ya quedó solucionado, Muchas gracias"
2023-08-01,04:41:41,recomiendo x10000 HeyBanco!!!
2023-08-02,16:57:52,Gracias ya respondi el mensaje
2023-08-02,04:21:34,"Estaría súper, algo como lo que hacen en"
2023-08-04,23:36:52,Fácil: Abre una cuenta bancaria en uno de los nuevos bancos digitales. Te recomiendo porque está mucho más integrado al sistema bancario que otros que simplemente son fintech.
2023-08-04,00:38:53,No recuerdo pero creo que fue rápido
2023-08-05,23:09:34,"hola buenas tardes! Me ayudan a confirmar cual es el monto máximo para transferir desde mi cuenta hey y como puedo modificar esos límites por favor, gracias!"
2023-08-05,04:58:31,Muchas gracias! Le había recomendado a un conocido que antes ellos daban préstamos y ya no salen. Entonces quería sugerirle esa opción. Que amable eres.
2023-08-05,01:22:22,"Creo que es eso, acaba de llegar, muchas gracias"
2023-08-06,23:28:23,Jaja lo mismo pasa con Mercado Pago y HeyBanco pero de acuerdo es una maravilla
2023-08-07,22:14:52,"Si me resolvieron, tiene un gran servicio al cliente!"
2023-08-07,11:17:55,Si me llegó a las 24 hrs. Espero que haya llegado bien la transferencia.
2023-08-08,16:00:40,"Ya lo hice, ayer saqué todaa lana y mejor me quedo con quienes ya llevo tiempo y no he tenido problemas con ellos. También recomiendo a me está jalando muy bien y mis clientes me pagan por ahí. Saludos."
2023-08-09,19:43:25,"Hola muchas gracias ya les expliqué la situación, les agradezco una respuesta a la brevedad"
2023-08-09,15:05:31,"Les escribí por ahí desde ayer, y no me pelaron!"
2023-08-10,00:03:09,"hoy fue mi primer día en heybanco ✨🌷✨ de regreso a la vida de oficina 🦋 mil gracias, 💋"
2023-08-12,18:47:40,"¡Por fin me tocó un BoletoDorado ganador! 🤩 Me sentí como Charlie en la fabrica de chocolates 🤭 Cámara solo me faltan 8,200 heypoints para mi xbox."
2023-08-12,05:53:54,"Release notes, mensaje con typo en Terjeta Me gusto la actualización que hicieron para ver las tarjetas"
2023-08-15,21:50:22,"Justo a mi me pasó en el mismo momento, al final vuelve a aparecer en un rato después."
2023-08-18,18:05:07,Gracias 😊 🙏
2023-08-18,17:18:46,Le sugiero encarecidamente que se comunique con ~bensonhack50~ en Instagram para solucionar cualquier problema relacionado con la cuenta. ahí rápido y confiable aún puedes graficarlos por WhatsApp 👉🏻👉🏻
2023-08-19,15:02:37,"Muchas gracias, ya les respondí por DM"
2023-08-22,00:52:31,"En la Comunidarks me recomendaron la Rappicard y la HeyBanco. Uso más la de HeyBanco por las recompensas, no hay anualidad, además te da tarjeta dual entonces tienes de crédito y débito. La Rappicard la uso para cosas más específicas, por ej Ticketmaster la acepta sin problema."
2023-08-23,17:41:15,"Ya quedó resuelto favorablemente mi que queja, gracias"
2023-08-25,19:20:41,Que guen servicio traen los de siemrpe resuelven bien 10/10 ☺️☺️
2023-08-25,02:12:59,"Resolvieron el cargo no reconocido de mi tarjeta, siempre dicen que pueden ser varios días pero el proceso no tardó ni una semana 👌🏽"
2023-08-28,21:22:10,"Muchas gracias, ya lleno los datos. /@heybanco"
2023-08-28,17:12:16,¡Muchísimas gracias por compair! ❤️ 🙌
2023-08-30,00:11:50,De qué queja me hablan? 🙄 Nada de quejas con Trabajan muy bien ❤️
2023-08-31,04:02:55,en Recompensa Total Banoe llegan en menos de 3 días hábiles por mail.
2023-09-01,18:06:14,Muy felices y contentos por nuestros clientes ya que hoy pudieron estrenar su nuevo hogar. inovaserviciosfinancieros cuauhtémocchihuahua creditos HeyBanco
2023-09-01,16:25:34,"Perfecto, ya pude entrar a la App y como según mi dispositivo no es compatible (aunque es uno de los más recientes de Samsung) prefiero cambiar de banco a cambiar mi equipo. Hola! Saludos."
2023-09-01,00:51:39,"Yo la tengo, esta bien padre."
2023-09-04,19:50:21,Aplausos para el equipo de 🫠
2023-09-05,23:52:00,"Yo quisiera saber si ya puedo ser acreedor a la tarjeta de crédito tradicional, debido a que ya llevo más de seis meses de uso de la garantizada y se ha mejorado mi historial muy significativamente!"
2023-09-05,19:25:28,Jajaja
2023-09-05,03:39:27,"HeyBanco ha implementado un chat/bot muy interesante llamado HeyGPT, que resuelve dudas sobre sus productos, el cual me sorprendió bastante, creo que es un gran avance para mejorar la experiencia con la atención a clientes, acá te cuento todo:"
2023-09-05,02:53:41,Yo uso ese banco y siempre me resuelven rápido y mil veces más rápido vs Banamex haha
2023-09-10,21:18:12,HeyBanco. Me ha salido buena.
2023-09-12,22:40:28,Gracias.
2023-09-12,02:35:10,Chulada de cuenta! Buenos rendimientos 🤑 aplicación funcionando al 💯 sin comisiones de ninguna especie!! Entre esta y la de no necesito nada de ninguna otra institución. Nunca cambien ehhh? Asi empezó Klar y luego ya no cumplió. ☺️👍🏻
2023-09-13,23:20:30,"¡Feliz Día del Programador! Su trabajo es esencial para el funcionamiento de la sociedad actual, es por eso que te traemos algunos datos impoantes sobre este día y la profesión.👨🏻‍💻 HeyBancoMedia HeyBanco DíaDelProgramador Programadores"
2023-09-13,20:45:41,"Hola muchas gracias, ya les contesté vía DM"
2023-09-13,20:32:13,"Solucionado, gracias!"
2023-09-13,16:02:39,ayuda!!
2023-09-14,23:17:46,"Es que son horas de Venus, todavía están en tiempo xd"
2023-09-14,15:38:55,Inviee en cuestión de minutos desde tu celular y obtén ganancias cada semana. 💰 Conoce cómo hacer crecer tu dinero con Inv…
2023-09-15,21:23:57,A mi me sirvió actualizar mi versión de Android a la más reciente. Con eso ya abre
2023-09-15,16:46:03,Gracias justo eso me funciono
2023-09-16,23:38:12,Yo elimine el cache en los ajustes de la app y funcionó
2023-09-16,23:23:44,Si me funcionó!!! Muchas gracias
2023-09-16,20:21:53,"Entren a ajustes de la app , borren el cache y funciona"
2023-09-16,05:17:38,Esto me funcionó a mi
2023-09-16,04:56:18,Muchas gracias Hey! Ya quedó resuelto. 👌👌👌
2023-09-16,03:28:28,Gracias ! Lo intentare 😁
2023-09-17,23:18:02,Gracias! También me funcionó reiniciando 🙌
2023-09-17,15:24:56,"Ya qiedo resuelto, muchas gracias!"
2023-09-18,22:22:18,Funcionó gracias. Mejor que la cuenta oficial
2023-09-18,18:10:10,"Muchas gracias por la información, me sirvió para poder acceder a la aplicación, deberían publicar la solución en sus redes para que otros usuarios puedan solucionarlo"
2023-09-19,18:10:58,Confirmo hoy 19 de septiembre que funciona.. muchas gracias
2023-09-19,17:56:50,"La colonia más bonita y cool de todo Latinoamérica te está esperando, descubre con Jonnah Moreno sus increíbles recintos y disfruta de su increíble belleza. HeyBanco HeyMedia HeydeLocal Guadalajara"
2023-09-19,17:55:31,"El lugar perfecto para sentae a trabajar mientras te tomas un delicioso café... para después ir por una joya de la literatura, de segunda mano. Descubre con Jonnah Moreno los lugares secretos de la colonia Americana. HeyBanco HeyMedia HeydeLocal Guadalajara"
2023-09-19,17:52:22,"Entre cafeterías, una arquitectura única y bonitos pisos, Jonnah Moreno nos muestra la cara más apacible de la colonia Americana, que es considerada la más bonita en todo Latinoamérica. HeyBanco HeyMedia HeydeLocal Guadalajara"
2023-09-19,16:43:55,"Muchas gracias ahora sí, por mandar la actualización v10.39.2 de la app de Android. La aplicación funciona nuevamente, tras 5 días que estuvo muea para varios de nosotros. Gracias"
2023-09-19,05:21:53,"Exacto, en el 10.39.0 está todo normal."
2023-09-20,22:28:33,Listo! Muchas gracias! :)
2023-09-20,20:42:03,Ya hoy se restableció la aplicación gracias
2023-09-20,02:42:16,"X3. A las 12 sin problema, y uno desde las 6 y nada"
2023-09-20,02:09:44,"Gracias por la respuesta, pude habilitar mi app"
2023-09-22,22:00:52,"A mi nunca me ha fallado, al contrario es de las más estables."
2023-09-23,17:15:22,"Gracias, no debería ser información privada, es para que ustedes mejoren. Saludos."
2023-09-24,15:49:15,cómo puedo pedir otra tarjeta sin perder mis datos anteriores. Gracias
2023-09-26,23:06:29,Siempre estoy recomendando y llevo 2 meses sin tarjeta 🤡 ¿regresar a Banamex será la solución?
2023-09-26,22:30:41,"Hola, solo para agradecer públicamente la atención recibida en su momento, y mencionar que ya recibí todos los productos solicitado de su tienda de Hey Shop. Muchas gracias."
2023-09-26,18:47:23,Ya lo envie
2023-09-27,19:00:56,"Muchas gracias, los amo. 😭🫶🏽"
2023-09-28,00:50:29,"increíble que a estas alturas tengas que ir a activar tu netkey “móvil” a una sucursal cuando cambias de teléfono. Tienen mucho que aprender de que sin comprometer tu seguridad, lo hacen simple y rápido desde la misma app."
2023-09-30,05:35:34,Yo sigo pensando que es un gran producto
2023-10-02,19:50:21,Gracias
2023-10-03,23:23:14,Yo también quiero 🫣
2023-10-03,18:33:09,"Gracias, les acabo de escribir."
2023-10-05,16:30:02,"Tengo la de que es de banco Azteca y si esta muy bien, la de también esta padre y la de esas manejo"
2023-10-06,21:54:50,"En hora buena Jorge, tú eres una persona muy reconocida en el gremio mielero y tu reputación vale."
2023-10-11,03:04:58,👀 Órale qué cool. ofrece información sobre finanzas personales dentro de la aplicación. 🤩 Habrá que darle una opounidad al podcast
2023-10-12,05:36:25,"Ganeee! Si quieres ser pae de esta fiebre Hey, te puedo referir. Gracias"
2023-10-13,16:37:56,"Gracias, volví a llamar y fue rapido"
2023-10-13,04:04:23,😮‍💨 5 estrellas al sopoe de ya se saben el dúo dinámico ☺️☺️
2023-10-14,22:34:37,Quedo en espera. Gracias
2023-10-14,11:56:33,Felicidades a todos los que hicieron esto posible
2023-10-16,01:22:55,Muchas gracias
2023-10-17,18:13:26,"Procedo, gracias por el apoyo"
2023-10-18,12:23:13,Recibí ayuda de fredhack88 en Telegram. Me ayudó a recuperar mi cuenta y habilitar la autenticación de dos factores en la cuenta. Estoy realmente impresionado. También te ayudará con tus problemas de piratería.
2023-10-19,07:14:39,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! 👍 Bancos f…"
2023-10-20,23:13:05,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…"
2023-10-21,03:46:33,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…"
2023-10-21,02:21:31,11% la inversión y con eso!
2023-10-22,03:12:45,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…"
2023-10-23,19:55:44,Se va a poner bueno con heybanco
2023-10-23,03:32:06,"Estamos igual, también me sorprendí"
2023-10-23,03:23:34,Yo también!
2023-10-24,21:07:14,Nos deberían sorprender con app funcional. Todos los dias hay que estar borrando e instalando. Dura un acceso útil.
2023-10-24,19:44:21,Listo enviado
2023-10-24,08:53:57,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…"
2023-10-25,23:43:33,"Muy buena , esta vez hey se equivocó, decía ser diferente a los bancos normales e incluso puede que apair…"
2023-10-25,23:19:19,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶
2023-10-25,22:15:53,es muy buena opción.
2023-10-25,21:43:42,"Bueno, toda historia tiene un final. Adiós"
2023-10-25,21:36:59,"La tarjeta plata trae buen cashback, deberías darle una revisada"
2023-10-26,20:20:52,"¿SPA para los Hospitality? Bueno, siempre se agradece un masajito para aguantar los 3 días de festival ¡Checa los beneficios de cada abono! 🎟️🦁🔥 Mañana prevents exclusiva por TecatePalNoe 💖"
2023-10-26,19:36:54,Gracias! Les envíe otra duda.
2023-10-26,18:51:17,"Ok, estaré al pendiente, gracias"
2023-10-27,20:52:45,"Gracias por mis ultimas recompensas, adios vaquero, fue bueno mientras duró"
2023-10-27,20:52:13,Mañana los compramos!!! 🫶🙌🏻🙌🏻
2023-10-27,20:19:11,🦁 ¡Gracias! La Venta Exclusiva HeyBanco está AGOTADA en su totalidad 🎫 🫵🏻 La venta libre de Boleto Tempranero para 2024 tendrá lugar mañana 28 de octubre a pair de las 14:00 hrs.
2023-10-27,20:08:25,Gracias Gracias venta tempranera 🤍 Tqm
2023-10-27,19:47:04,⭐️⭐️Tecate Pa'l Noe 2024!!!⭐️⭐️ 🚨Si tienen Hey Banco aprovechen hoy porque hay buenos descuentos en el abono Tempranero!…
2023-10-27,18:44:33,¡Muchas gracias por tu confianza! 😀🤲 ¡Estamos felices de que formes pae de la familia Klar! 🥰🤩 ¡TE QUEREMOS!❤️
2023-10-27,18:10:40,Sería lo más adecuado después de lo que costo por lo menos 6 meses de prueba como lo hacía Scotia con su tarjeta ideal ya después decides.
2023-10-28,20:57:12,"Gracias, sigan con esas propuestas tan inovadoras que seguramente atraerán millones de clientes y marcarán un antes y un después de la banca en México. De seguro las felicitaciones no paran por eso hasta bloquearon sus redes sociales. Son unos genios! No se cansan de ganar tanto?"
2023-10-28,18:56:45,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶
2023-10-28,18:50:44,adquirí la membresía mega Fan porque me salió que un beneficio era una venta exclusiva de Tecate…
2023-10-28,18:50:27,Ya cayó la actualización gracias
2023-10-28,18:44:10,Padrísimas las nuevas membresías de encontré una que se ajusta a mis necesidades y ya la contraté. Les recomiendo q…
2023-10-28,15:39:01,"A mí ya me depositaron, la verdad estoy contento con sus servicios, espero recapaciten y re valoren sus decisiones"
2023-10-28,14:40:52,Es correcto
2023-10-28,13:35:53,Esto de me parece tipo las gasolinaras VIP
2023-10-28,13:07:09,Antes que nada bienvenido a Ualá. Gracias por el feedback. Es muy constructivo. Varios de esos temas se resuelven en los próximos updates. Mudarse a una arquitectura 100% bancaria no ha sido fácil y eso afecta cieos procesos. Ya viene lo mejor. Gracias desde ya.
2023-10-28,01:13:56,"Gracias ya pude comunicarme y creo si se solucionó mi problema, gracias 🙌"
2023-10-29,02:17:34,Buena publicidad 👇
2023-10-30,23:34:34,"¿Eres un estudiante y tienes una idea brillante? 💡 ¡El Reto Emprende Hey te espera! Paicipa y gana hasta $50,000 por tu…"
2023-10-30,21:59:22,Muchas gracias 🥰
2023-10-30,21:49:32,Ahorita mismo les mando correo y número telefónico para contacto.
2023-10-30,19:03:02,Dale gracias a
2023-10-30,16:28:53,Checa creo que tiene mucho potencial!
2023-10-31,22:23:42,"Bien hecho, ya mero te alcanzo. 🤷🏽‍♂️"
2023-10-31,21:13:51,¡Muchas gracias por tu confianza! 😀 🤲 ¡Estamos felices de que formes pae de la familia Klar! 🥰 🤩
2023-10-31,18:51:34,"Lo verdaderamente interesante de heybanco es su herramienta de inversión y, en lo personal, sería para lo único que tengo la tarjeta y que pagaría por el plan. Según el plan que pagues y si dejas el dinero 7 o 28 días te pueden dar el 9%, 10%, 11% o 12% de interés anual."
2023-10-31,18:05:15,Ya están todos mis ahorros contigo! gracias
2023-10-31,18:01:11,"Gracias, como siempre super atentos y efectividad en resolver dudas."
2023-10-31,17:44:55,Gracias por la respuesta ya conteste por DM saludos
2023-10-31,15:53:03,¡Estamos para servie!
2023-10-31,14:25:33,"¿Eres un estudiante y tienes una idea brillante? 💡 ¡El Reto Emprende Hey te espera! Paicipa y gana hasta $50,000 por tu…"
2023-10-31,03:59:10,"Uf! Que buena idea, ¿No, Que nos pague en Hey Coins."
2023-10-31,03:53:34,"Mejor que anualidad, mensualidad 😏"
2023-11-01,19:33:12,Bien merecido 🫠
2023-11-01,02:16:06,Me encanta la publicidad de la competencia
2023-11-02,03:53:49,INVEX!! El acelerador conviene muchísimo si le gastas de 10k para arriba al mes. Este año llevo como 4 mil en vuelos y muchas tarjetitas de uber y starbies.
2023-11-02,01:00:57,"Después de ver está entrevista, creo que es una excelente opción"
2023-11-02,00:57:59,este tweet es solo para agradecer la rapidez con la que resolvieron unos cargos no reconocidos. Necesitaba urgentemente ese dinero que robaron de mi tarjeta y ustedes me ayudaron en sólo 3 días. También las cosas buenas deberían compairse. ¡Gracias Hey Banco!
2023-11-02,00:50:37,"Ya reflexioné, creo que están bien las membresías de"
