date,time,tweet,car,pal,reviewText,sentNLTK,sentSpnsh,sentTransf
2023-02-26,,“Agradecemos tu comprensión” jaja increíble,43,5,“ agradecemos comprensión ” jaja increíble,0,0.388906430742921,5
2023-02-26,,Es correcto. De BBVA a BBVA sin problemas. Ya en Hey avisaron que hasta las 7 aproximadamente.,94,17,correcto . bbva bbva problemas . hey avisaron 7 aproximadamente .,0,0.19464708620058208,3
2023-02-27,,Gracias ya les respondí,23,4,gracias respondí,0,0.5533970533999424,5
2023-02-27,,Listo!! Gracias,15,2,listo ! ! gracias,0,0.41038161275853924,5
2023-02-27,,Perfecto! Gracias :cara_sonriente:,20,3,perfecto ! gracias : cara_sonriente :,1,0.9522755443315488,5
2023-02-27,,Pero que tremenda sabiduría :manos_aplaudiendo: me quede anonadado con este mensaje yo creía que la cantidad que ponía de garantía se utilizaba para los niños sin alimento o para los indigentes y que con eso ya después te entregaban una tarjeta de crédito :tarjeta_de_crédito: :cara_gritando_de_miedo: que tremenda explicación,266,48,tremenda sabiduría : manos_aplaudiendo : quede anonadado mensaje creía cantidad ponía garantía utilizaba niños alimento indigentes después entregaban tarjeta crédito : tarjeta_de_crédito : : cara_gritando_de_miedo : tremenda explicación,0,0.0007221857249847732,1
2023-02-27,,Esta padrisima la tarjeta!!,27,4,padrisima tarjeta ! !,0,0.15106824618337014,5
2023-02-27,,"Está muy bonito, me hace considerar adquirir la tarjeta",55,9,"bonito , hace considerar adquirir tarjeta",0,0.16637736220931468,5
2023-02-27,,Gracias. Ya le mande todos mis datos de mi tarjeta.,51,10,gracias . mande datos tarjeta .,0,0.18191744279960362,5
2023-02-27,,"Sí, sin problema:D",18,3,", problema : d",0,0.4209661743188113,2
2023-02-27,,"No es problema de ,es ellos son los que tienen la falla. Dalay.",63,13,"problema , falla . dalay .",0,0.4209661743188113,1
2023-02-27,,"Pf…. Sigues con Intermitencias… y solo Hey Banco, BBVA sin problema.",68,11,"pf… . sigues intermitencias… solo hey banco , bbva problema .",0,0.2174690459104913,1
2023-02-27,,"La primera no había sido la de chichen itza ?Estoy esperando esa, pero este modelo está bonito también.",103,18,"primera sido chichen itza ? esperando , modelo bonito .",0,0.11505808254906552,4
2023-02-27,,"Tengo BBVA y Bancoppel, las dos trabajan a la perfección.",57,10,"bbva bancoppel , do trabajan perfección .",0,0.49789225920557484,5
2023-02-27,,Entiendo le agradezco el comentario y como sugerencia me gustaría recibir una notificación correo o texto de que el servicio no estará disponible para no caer en esta situación ya que me sirve de mucha utilidad la tarjeta y me gustaría seguir con ustedes.,255,44,entiendo agradezco comentario sugerencia gustaría recibir notificación correo texto servicio disponible caer situación sirve mucha utilidad tarjeta gustaría seguir ustedes .,0,1.7373852346378872e-05,4
2023-02-27,,Que bien! :pulgar_hacia_arriba_tono_de_piel_claro_medio:,12,3,bien ! : pulgar_hacia_arriba_tono_de_piel_claro_medio :,0,0.6323720940364075,3
2023-02-28,,"Me siento poderosa !!! Gracias , estoy muy contenta !!!!:abeja::chispas::corona:",59,10,"siento poderosa ! ! ! gracias , contenta ! ! ! ! : abeja : :chispas : :corona :",0,0.15030451102314168,5
2023-02-28,,Esta bien,9,2,bien,0,0.6323720940364075,4
2023-02-28,,"Yo la tengo y es una maravilla, Servicio eficiente y la app de primera. ¡¡¡Altamente recomendable!!!!!",102,16,"maravilla , servicio eficiente app primera . ¡¡¡altamente recomendable ! ! ! ! !",0,0.9996698842525615,5
2023-02-28,,"Ay no, yo ya tengo la mia y ese diseño esta super cool !!!",58,14,"ay , mia diseño super cool ! ! !",1,0.9626517637600258,5
2023-03-01,,"Animense, ya casi un año con la tarjeta de credito heygarantizada y sin problemas, incluyendo en el extranjero",110,18,"animense , casi año tarjeta credito heygarantizada problemas , incluyendo extranjero",0,0.051913306671760584,1
2023-03-02,,"Gracias, según recuerdo esto ya lo había hecho el día que la fuí a activar pero volveré a hacerlo tanto para la TDD cómo la TDC, gracias:)",138,27,"gracias , según recuerdo hecho día fuí activar volveré hacerlo tdd cómo tdc , gracias : )",0,0.014461556980944956,5
2023-03-02,,Mucho exito! heybanco,21,3,exito ! heybanco,0,0.49789225920557484,5
2023-03-02,,. recomendadísimas :señal_de_aprobación_con_la_mano:(pd. YoTePresto y 100Ladrillos HechoEnJalisco),66,7,. recomendadísimas : señal_de_aprobación_con_la_mano : ( pd . yotepresto 100ladrillos hechoenjalisco ),0,0.49789225920557484,5
2023-03-03,,"Hola muchas gracias por su respuesta en DM:señal_de_aprobación_con_la_mano:, con lo que me indicaron ya logre hacer el movimiento que requeria",110,20,"hola muchas gracias respuesta dm : señal_de_aprobación_con_la_mano : , indicaron logre hacer movimiento requeria",0,0.004547593655493409,1
2023-03-03,,¡Manifiesto!:chispas: Hoy fui y salí enmoradísima. Me subí y así casi que me voy a dar una vuelta ¡Hermosisimo el carro! ¡Háganme la buena!:corazón_en_llamas::manos_en_oración::dos_corazones:,138,24,¡manifiesto ! : chispas : hoy salí enmoradísima . subí así casi voy dar vuelta ¡hermosisimo carro ! ¡háganme buena ! : corazón_en_llamas : :manos_en_oración : :dos_corazones :,0,0.007278427977764566,1
2023-03-03,,"Se resolvió con la actualización de la app, gracias. También me sirvió el DM :señal_de_aprobación_con_la_mano_tono_de_piel_claro_medio:",79,15,"resolvió actualización app , gracias . sirvió dm : señal_de_aprobación_con_la_mano_tono_de_piel_claro_medio :",0,0.5533970533999424,3
2023-03-03,,Ustedes son mi banco y la verdad lo estan haciendo muy bien!,60,12,ustedes banco verdad estan haciendo bien !,0,0.1460434614629531,5
2023-03-03,,Definitivamente:dorso_de_mano_con_índice_hacia_arriba_tono_de_piel_medio:,17,1,definitivamente : dorso_de_mano_con_índice_hacia_arriba_tono_de_piel_medio :,0,0.5875674677770483,3
2023-03-04,,Gracias por secuestrar la plata en Ahorro :hombre_con_la_mano_en_la_frente:Bitcoin fixes this... literalmente eso me salva :cara_con_ojos_en_blanco:,95,15,gracias secuestrar plata ahorro : hombre_con_la_mano_en_la_frente : bitcoin fix this ... literalmente salva : cara_con_ojos_en_blanco :,0,0.39650327768231347,1
2023-03-04,,Gracias la transferencia fue aplicada al día siguiente,54,8,gracias transferencia aplicada día siguiente,0,0.06214087112349173,1
2023-03-06,,"Gracias, ya lo resolví jajaja, me equivoqué",43,7,"gracias , resolví jajaja , equivoqué",0,0.5533970533999424,1
2023-03-06,,Quedó aclarado el tema. Gracias.,32,5,quedó aclarado tema . gracias .,0,0.3843475459255323,4
2023-03-07,,Bank run!!!,11,2,bank run ! ! !,0,0.49789225920557484,1
2023-03-07,,Les respondí por privado. Saludos!,34,5,respondí privado . saludos !,0,0.6815864516223257,5
2023-03-07,,eso es bueno saberlo,20,4,bueno saberlo,0,0.5628056929000496,4
2023-03-08,,Gracias por la información :manos_en_oración:,28,5,gracias información : manos_en_oración :,0,0.5392838184624492,5
2023-03-08,,Gracias!,8,1,gracias !,0,0.5533970533999424,5
2023-03-08,,Listo!!!,8,1,listo ! ! !,0,0.3577312427036041,5
2023-03-08,,"Así te da la bienvenida a tu tarjeta de Metal, aún sin beneficios adicionales :cara_derritiéndose:",79,15,"así da bienvenida tarjeta metal , aún beneficios adicionales : cara_derritiéndose :",0,0.07798271846322435,4
2023-03-08,,"Se cayó la app de todo ha sido una buena experiencia con ustedes, no me fallen cuando se les necesita",101,20,"cayó app sido buena experiencia ustedes , fallen necesita",0,0.3376410637915351,1
2023-03-08,,La verdad es menos tedioso el proceso de hablar con alguien en me agrada mucho la experiencia.,94,17,verdad menos tedioso proceso hablar alguien agrada experiencia .,0,0.0032927760049718978,3
2023-03-09,,"Gracias, ya les contesté",24,4,"gracias , contesté",0,0.5533970533999424,5
2023-03-09,,ayuda!!!,8,1,ayuda ! ! !,0,0.4047214283799102,5
2023-03-09,,"Si gracias, les volví a contestar hace un par de horas",54,11,"si gracias , volví contestar hace par horas",0,0.09518015349394113,3
2023-03-09,,"Fue más rápido marcar, tuve que hacer una caa de hechos en donde ponía los datos que quería cambiar y ya lo hicieron, por fin pude instalar el Token. el chico que me atendió súper bueno y amable! Se llama Christhian Hernández :corazón_rojo:",228,43,"rápido marcar , hacer caa hechos ponía datos quería cambiar hicieron , fin pude instalar token . chico atendió súper bueno amable ! llama christhian hernández : corazón_rojo :",0,0.2806283813899991,5
2023-03-10,,"me avisan si van a la quiebra, para sacar mi dinero de inversión a 7 días porfas y muchas gracias de antemano los amo :chispas::corazón_en_llamas:",123,25,"avisan si van quiebra , sacar dinero inversión 7 días porfas muchas gracias antemano amo : chispas : :corazón_en_llamas :",0,0.016189583844911627,1
2023-03-11,,"Yeah, son los mejores a pesar del veto",38,8,"yeah , mejores pesar veto",1,0.4783591035032401,5
2023-03-12,,Muchas gracias!,15,2,muchas gracias !,0,0.47056419380391146,5
2023-03-12,,"solucionado, muchas gracias :manos_formando_un_corazón_tono_de_piel_claro_medio:",30,4,"solucionado , muchas gracias : manos_formando_un_corazón_tono_de_piel_claro_medio :",0,0.47056419380391146,3
2023-03-12,,Ya se puede,11,3,puede,0,0.503600377396424,3
2023-03-13,,Gracias!,8,1,gracias !,0,0.5533970533999424,5
2023-03-13,,Gracias :),10,2,gracias : ),0,0.5533970533999424,5
2023-03-13,,"Me siguen hablando en horario laboral.El que su personal de DHL descuide su trabajo, no significa que yo tenga que descuidar el mío.Si me van a hablar, que sea después de las 15 hrs o 3 pm.Agradezco que ésta vez si lean mi horario y me hablen cuando puedo atender el teléfono.",276,52,"siguen hablando horario laboral.el personal dhl descuide trabajo , significa descuidar mío.si van hablar , después 15 hr 3 pm.agradezco ésta vez si lean horario hablen puedo atender teléfono .",0,2.6022672511437908e-05,1
2023-03-13,,Exacto puntos lealtad que solo se cambian en su tiendaPor lo menos en Santander si tienda tenía tecnología y aículos para el hogar Mejor que lo cambien por más cashback,168,30,exacto puntos lealtad solo cambian tiendapor menos santander si tienda tecnología aículos hogar mejor cambien cashback,0,0.14092479101581168,5
2023-03-13,,Verdaderamente el mejor banco que hay :corazón_brillante::chispas: los tqm mucho :cara_con_sombrero_de_vaquero:,56,11,verdaderamente mejor banco : corazón_brillante : :chispas : tqm : cara_con_sombrero_de_vaquero :,0,0.7390987156421713,5
2023-03-13,,"Bueno, es que yo si pude ya.",28,7,"bueno , si pude .",0,0.27472070263838744,4
2023-03-13,,Excelente!!,11,1,excelente ! !,0,0.9633894245446962,5
2023-03-13,,Excelente,9,1,excelente,0,0.9633894245446962,5
2023-03-13,,Muy bien excelente,18,3,bien excelente,0,0.978562821528466,5
2023-03-13,,"Me gane un mes de Spotify y no soy usuario :cara_sonriendo_con_ojos_sonrientes:, mejor que me cambien mi tarjeta, me gusta más la blanca del negocio. :cara_radiante_con_ojos_sonrientes:",116,25,"gane me spotify usuario : cara_sonriendo_con_ojos_sonrientes : , mejor cambien tarjeta , gusta blanca negocio . : cara_radiante_con_ojos_sonrientes :",0,0.028405421370629944,3
2023-03-13,,es excelente! Yo eh trabajo varios años con ellos y todo perfecto,65,12,excelente ! eh trabajo varios años perfecto,1,0.9916084388884382,5
2023-03-14,,Super! Ojalá que esto pueda ser corregido en la app entonces. Apareció así hace unos días de repente. Gracias!Cc.,113,19,super ! ojalá pueda ser corregido app entonces . apareció así hace días repente . gracias ! cc .,1,0.09976667456748448,5
2023-03-14,,Wooow que emoción,17,3,wooow emoción,0,0.49789225920557484,5
2023-03-14,,:cara_de_fiesta: Nunca me gano nada.Pero hoy empeze bien mi día :pulgar_hacia_arriba_tono_de_piel_claro:,51,11,: cara_de_fiesta : nunca gano nada.pero hoy empeze bien día : pulgar_hacia_arriba_tono_de_piel_claro :,0,0.0033014054234074626,3
2023-03-14,,Exito:bandera_del_arcoíris::bandera_del_arcoíris:,13,1,exito : bandera_del_arcoíris : :bandera_del_arcoíris :,0,0.49789225920557484,5
2023-03-15,,"Ya les contesté, gracias",24,4,"contesté , gracias",0,0.5533970533999424,5
2023-03-15,,Listos !!!!!!!!,15,2,listos ! ! ! ! ! ! ! !,0,0.49789225920557484,1
2023-03-15,,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! :pulgar_hacia_arriba: Bancos fintech mexicano",128,23,"gracias conocí , use , hoy dejo , definitivamente mio , si recomiendo ! : pulgar_hacia_arriba : bancos fintech mexicano",0,0.16274512515123477,5
2023-03-15,,"Cámbiate a HeyBanco, hasta el momento es la mejor que he probado. Te dan 2% de todo lo que gastas, y es dinero gratis si eres como yo que siempre paga a tiempo y nunca paga intereses.",183,37,"cámbiate heybanco , momento mejor probado . dan 2 % gastas , dinero gratis si siempre paga tiempo nunca paga intereses .",1,0.0002702288367560901,1
2023-03-15,,Wwwooowww que maravilla felicidades y por supuesto que ahí estaré para disfrutar de mi Chica Dorada,99,16,wwwooowww maravilla felicidades supuesto ahí disfrutar chica dorada,0,0.5252482335225944,5
2023-03-15,,En verdad les agradezco ya que no tengo la tarjeta de débito y la necesito,74,15,verdad agradezco tarjeta débito necesito,0,0.09165795457309288,5
2023-03-16,,Muchas gracias por la información ahí nos vemos el 3 de Junio,61,12,muchas gracias información ahí vemos 3 junio,0,0.2207061841675724,5
2023-03-16,,Pues bueno... xd,16,3,pues bueno ... xd,1,0.24115294319023137,3
2023-03-16,,Es una DJ increíble,19,4,dj increíble,0,0.8651618779548107,5
2023-03-16,,Muchas graciasQuedo en esperaSaludos.,37,4,muchas graciasquedo esperasaludos .,0,0.48490525416934854,5
2023-03-16,,Un festival 100% tercermundista. ¡Felicidades!,46,5,festival 100 % tercermundista . ¡felicidades !,1,0.49789225920557484,5
2023-03-16,,La Supermana hermosa :dos_corazones:,22,4,supermana hermosa : dos_corazones :,0,0.879545243404209,5
2023-03-17,,Gracias por el seguimiento!,27,4,gracias seguimiento !,0,0.5533970533999424,5
2023-03-17,,mi primera tdc :tarjeta_de_crédito::corazón_latiendo: thx,21,5,primera tdc : tarjeta_de_crédito : :corazón_latiendo : thx,1,0.48709576716385694,5
2023-03-17,,Gracias por su respuesta,24,4,gracias respuesta,0,0.11843056447726881,5
2023-03-17,,"Gracias, espero su pronta respuesta de agradecimiento",53,7,"gracias , espero pronta respuesta agradecimiento",0,0.09464132481553782,5
2023-03-17,,Estoy sorprendido como permite que se organicen esas cosas. :cara_vomitando:,61,10,sorprendido permite organicen cosas . : cara_vomitando :,0,0.5191681566122093,5
2023-03-18,,"Gracias, como siempre super buena y rápida, la atención de su pae.",66,12,"gracias , siempre super buena rápida , atención pae .",1,0.968406190058991,5
2023-03-19,,Muchas gracias :),17,3,muchas gracias : ),0,0.47056419380391146,5
2023-03-21,,"Hola Quiero decirles que muchas gracias por el seguimiento a mi problema sobre el Token, ya quedo resuelto Muy buena atención, al final no fue problema de pae suya sino de mi operadora Saludos.",193,34,"hola quiero decirles muchas gracias seguimiento problema token , quedo resuelto buena atención , final problema pae sino operadora saludos .",0,0.05584951564728657,3
2023-03-22,,Gracias,7,1,gracias,0,0.5533970533999424,5
2023-03-22,,Hey ya no nos hagan sufrir más a los de la dinámica de tikitoki jajaja :cara_llorando_fuerte::corazón_brillante:,73,16,hey hagan sufrir dinámica tikitoki jajaja : cara_llorando_fuerte : :corazón_brillante :,0,0.49789225920557484,5
2023-03-23,,Que tal buen dia. Necesito ayuda.,33,6,tal buen dia . necesito ayuda .,0,0.1458875128194259,5
2023-03-23,,"Excelente servicio en atención a clientes :manos_formando_un_corazón_tono_de_piel_claro:, nunca cambien! :corazón_rojo:",63,10,"excelente servicio atención clientes : manos_formando_un_corazón_tono_de_piel_claro : , nunca cambien ! : corazón_rojo :",0,0.9621368365881379,5
2023-03-23,,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,110,23,ojito ahí dinámicas día hoy gane dinámica abono pal noe etiqueta…,0,0.02426033243560723,5
2023-03-24,,Saludos bro. Gracias por ver los vídeos.,40,7,saludos bro . gracias ver vídeos .,0,0.4519035627720316,1
2023-03-24,,Gracias!,8,1,gracias !,0,0.5533970533999424,5
2023-03-24,,"Gracias, tocayo. Soy tu fan. ;)",31,6,"gracias , tocayo . fan . ; )",1,0.5533970533999424,5
2023-03-24,,¡Hola! Permíteme conocer más de tu caso vía mensaje privado para poder dae la atención necesaria y rápida. ¡Saludos!,116,19,¡hola ! permíteme conocer caso vía mensaje privado poder dae atención necesaria rápida . ¡saludos !,0,0.6773893937775792,5
2023-03-24,,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,110,23,ojito ahí dinámicas día hoy gane dinámica abono pal noe etiqueta…,0,0.02426033243560723,5
2023-03-24,,o fácil,7,2,fácil,0,0.889243850661152,4
2023-03-25,,Gracias,7,1,gracias,0,0.5533970533999424,5
2023-03-25,,"Hola! Ntp después de otros intentos me pudieron asistir, gracias!",65,10,"hola ! ntp después intentos pudieron asistir , gracias !",0,0.029730728045418413,1
2023-03-26,,Si la anualidad es de $999. Si juntas $100k estas libre de la anualidad. Mucho mejor que ese pedazo de metal VISA Standard,122,23,si anualidad $ 999 . si junta $ 100k libre anualidad . mejor pedazo metal visa standard,0,0.30956213293663426,1
2023-03-26,,"exacto, todas son duales",24,4,"exacto , toda duales",0,0.35039208386534,5
2023-03-26,,Por eso Fondeadora Metal es World Elite;),41,7,fondeadora metal world elite ; ),0,0.49789225920557484,5
2023-03-28,,Ok gracias,10,2,ok gracias,1,0.5533970533999424,5
2023-03-28,,"Gracias a Dios, JAJAJA.",23,4,"gracias dios , jajaja .",0,0.22695773199677524,5
2023-03-28,,igual a mi con amazon.,22,5,igual amazon .,1,0.3186685919278696,1
2023-03-28,,This is the oppounity of a lifetime! Gotta watch this web3 developer's MEV strategy video and learn how to make some serious cash with crypto.,142,25,this is the oppounity of lifetime ! got ta watch this web3 developer 's mev strategy video and learn how to make some serious cash with crypto .,0,0.6824837810859113,1
2023-03-28,,"Ese hombre merece que le mandes además de tan grata felicitación una foto especial, única y sin censura autografiada x la Diosa de TW.",134,24,"hombre merece mande además tan grata felicitación foto especial , única censura autografiada x diosa tw .",0,0.03347717292948802,5
2023-03-28,,Que Dios le pague con muchos hijos.,35,7,dios pague hijos .,0,0.14999096936860243,1
2023-03-28,,Mándamela a mi!! Yo se la hago llegar !! Jajaja. Chido que te resolvió !,72,15,mándamela ! ! hago llegar ! ! jajaja . chido resolvió !,1,0.41870718159767667,1
2023-03-28,,Le mando un beso tronado y apretón de nalga a Ángel Argüello de que en dos horas me resolvió un asunto que llevaba 59 días estancado. Agradecida con el de abajo :cara_suplicante:,162,32,mando beso tronado apretón nalga ángel argüello do horas resolvió asunto llevaba 59 días estancado . agradecida abajo : cara_suplicante :,0,0.20088177776775237,1
2023-03-29,,"No te había dicho que conozco a Angel, pero es muy tímido, si gustas yo le hago llegar el presente",98,20,"dicho conozco angel , tímido , si gustas hago llegar presente",1,0.10622907986740464,1
2023-03-29,,"Gracias, ya recibí el código :pulgar_hacia_arriba:",30,6,"gracias , recibí código : pulgar_hacia_arriba :",0,0.5533970533999424,5
2023-03-29,,Ser agradecida. Y si es con el de abajo mejor...,48,10,ser agradecida . si abajo mejor ...,0,0.24659974758150366,5
2023-03-29,,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio enormemente; si ustedes gustan donar algo pueden hacerlo a la clabe 058597000024431851 en HeyBanco a nombre de Noris Vargas G. (Sin embargo también pueden",277,44,"agradezco persona querido hacer donaciones vestuario , duda agradezco aprecio enormemente ; si ustedes gustan donar pueden hacerlo clabe 058597000024431851 heybanco nombre noris vargas g. ( embargo pueden",0,0.005995954039215296,4
2023-03-29,,Jajaja muy bien!,16,3,jajaja bien !,0,0.6323720940364075,4
2023-03-29,,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,110,23,ojito ahí dinámicas día hoy gane dinámica abono pal noe etiqueta…,0,0.02426033243560723,5
2023-03-29,,Amigues por primera vez en mi vida gane una dinámica JAJAJAJAJA Gracias no gane el pastel pero si esta dinámica :chispas:,113,21,amigues primera vez vida gane dinámica jajajajaja gracias gane pastel si dinámica : chispas :,0,0.13960985624829667,5
2023-03-30,,Teniendo tantas juntas de Cashback y viendo los beneficios me dan ganas de sacar mis tarjetas de &amp;,102,18,tantas junta cashback viendo beneficios dan ganas sacar tarjetas & amp ;,0,0.08123161465300041,5
2023-03-30,,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio…",123,20,"agradezco persona querido hacer donaciones vestuario , duda agradezco aprecio…",0,0.4758348623061145,4
2023-03-31,,"Gracias, supongo que es así por semana santa, correcto? Saludos!",64,10,"gracias , supongo así semana santa , correcto ? saludos !",0,0.17933963237457037,5
2023-03-31,,"Gracias, estaré pendiente a qué me responda",43,7,"gracias , pendiente responda",0,0.5533970533999424,1
2023-03-31,,"Es que hay un secreto para que te contesten rápido, te lo cuento cuando estemos bebiendo y no, ojalá me paguen, me resuelven súper rápido.",138,25,"secreto contesten rápido , cuento bebiendo , ojalá paguen , resuelven súper rápido .",0,0.9054346989205322,5
2023-04-01,,Muchas gracias!,15,2,muchas gracias !,0,0.47056419380391146,5
2023-04-01,,Muchas gracias ya me comuniqué y me dieron folio de seguimiento respecto a mi situación y estoy en espera que me revuelva lo antes posible!,139,25,muchas gracias comuniqué dieron folio seguimiento respecto situación espera revuelva posible !,0,0.04087735871975544,4
2023-04-03,,Gracias a Tamos readys en PalNoe :león:,34,7,gracias tamos ready palnoe : león :,1,0.5533970533999424,5
2023-04-03,,"Bueno, intento más tarde, muchas gracias, Maite!! Un gusto saludae:cara_sonriente:",68,10,"bueno , intento tarde , muchas gracias , maite ! ! gusto saludae : cara_sonriente :",0,0.48641070276192094,5
2023-04-03,,"Habla al número que está en la tarjeta, yo lo hice así y no tuve ningún problema en españa ;)",93,20,"habla número tarjeta , hice así ningún problema españa ; )",0,0.03433878568653978,5
2023-04-03,,This web3 developer's MEV strategy is a game-changer. He's making over 5 ETH per week and you need to learn how!,112,21,this web3 developer 's mev strategy is game-changer . 's making over 5 eth per week and you need to learn how !,0,0.49789225920557484,5
2023-04-04,,"Te cuento lo que hice Yo tampoco tenía Historial pero tenía la de Nubank y hasta ahí todo bien, posterior fui con Heybanco, y realmente no interesaba usar su tarjeta.Pero vi que tenía un pagare y me interesóMe registre a la cuenta, no solicite plástico ni nada",260,47,"cuento hice tampoco historial nubank ahí bien , posterior heybanco , realmente interesaba usar tarjeta.pero vi pagare interesóme registre cuenta , solicite plástico",0,1.8020586198799063e-05,2
2023-04-06,,Ya resolví gracias,18,3,resolví gracias,0,0.5533970533999424,5
2023-04-06,,Gracias por darnos agüita en para no morir de disentería por el agua puerca de los bebedores de :cara_de_náuseas:,97,19,gracias darnos agüita morir disentería agua puerca bebedores : cara_de_náuseas :,0,0.15886302940878064,1
2023-04-08,,Buenas tardes,13,2,buenas tardes,0,0.004382604972999215,4
2023-04-08,,"¿Adivinen dónde estoy?¡Que buena experiencia, !",47,6,"¿adivinen dónde ? ¡que buena experiencia , !",0,0.2596127921953084,5
2023-04-11,,"5/ Seguramente veremos a y dando más noticias de innovación y servicios, pero sobre todo generando más competencia en la industria financiera, lo cual beneficia a todos los usuarios.BancaDigital NuMéxico HeyBanco Innovación CompetenciaFinanciera Fintech",253,34,"5/ seguramente veremos dando noticias innovación servicios , generando competencia industria financiera , beneficia usuarios.bancadigital numéxico heybanco innovación competenciafinanciera fintech",0,0.4618459072965586,5
2023-04-11,,"4/ La gran ventaja de es su experiencia de 5 años en el mercado, ganando terreno entre los jóvenes por sus servicios y por patrocinar festivales de música, lo que les permite crecer junto con sus clientes.",205,37,"4/ gran ventaja experiencia 5 años mercado , ganando terreno jóvenes servicios patrocinar festivales música , permite crecer junto clientes .",0,0.8785175952284162,4
2023-04-13,,Gracias les volví a contestar el dm,35,7,gracias volví contestar dm,0,0.5533970533999424,1
2023-04-13,,"Gracias hey banco, solucionaron el problema.",44,6,"gracias hey banco , solucionaron problema .",0,0.476025500289037,5
2023-04-14,,Muchísimas gracias,18,2,muchísimas gracias,0,0.5533970533999424,5
2023-04-14,,Muchas gracias por su respuesta tan pronta.,43,7,muchas gracias respuesta tan pronta .,0,0.048162455088286066,5
2023-04-14,,"gracias por la pronta devolución, me sirvio para pagarle a",58,10,"gracias pronta devolución , sirvio pagarle",0,0.5533970533999424,1
2023-04-15,,Muchas gracias mando DM a la brevedad,37,7,muchas gracias mando dm brevedad,0,0.47056419380391146,5
2023-04-15,,No má gracias tío estuvo fantástico este descuento del 50% en mi checkup en,75,14,má gracias tío fantástico descuento 50 % checkup,0,0.9078489983105925,5
2023-04-17,,"Super, gracias.",15,2,"super , gracias .",1,0.8075133232601563,5
2023-04-18,,"Correcto, esperaré el contacto por pae de ustedes para arreglar la situación de mi inversión hey pro al 10%",107,19,"correcto , esperaré contacto pae ustedes arreglar situación inversión hey pro 10 %",0,0.2359875960969218,3
2023-04-19,,muchas gracias,14,2,muchas gracias,0,0.47056419380391146,5
2023-04-19,,"Excelente, muchas gracias por su sopoe, tío hey. De igual manera quiero agregar que el error ya fue solucionado, y adicional, durante el día recibí un SMS donde me notificaban que debido a una incidencia se mostraba el 5% y que lo estaban trabajando. Nuevamente gracias :personas_abrazándose:",271,47,"excelente , muchas gracias sopoe , tío hey . igual manera quiero agregar error solucionado , adicional , día recibí sm notificaban debido incidencia mostraba 5 % trabajando . nuevamente gracias : personas_abrazándose :",0,0.015668512161336787,5
2023-04-19,,Muchas gracias. Voy a comunicarme entonces.,43,6,muchas gracias . voy comunicarme entonces .,0,0.06850205318246999,5
2023-04-19,,"Están en proceso de resolver según mensajes que me están enviando los de hey banco, saludos.",92,16,"proceso resolver según mensajes enviando hey banco , saludos .",1,0.21438960251360709,5
2023-05-12,,Gracias,7,1,gracias,0,0.5533970533999424,5
2023-05-12,,Ya me llego gracias,19,4,llego gracias,0,0.5533970533999424,5
2023-05-12,,"Un gusto saludae Erich, ponemos a tu disposición nuestra cuenta de correo electrónico en la que con gusto atenderemos tus dudas, escríbenos: asesoria@condusef.gob.mx , recuerda que CONDUSEF te apoya.",199,29,"gusto saludae erich , ponemos disposición cuenta correo electrónico gusto atenderemos dudas , escríbenos : asesoria @ condusef.gob.mx , recuerda condusef apoya .",0,0.1488831328573223,3
2023-05-12,,el mejor banco &lt;3,20,4,mejor banco & lt ; 3,0,0.6179218016796508,5
2023-05-12,,"Uno de los productos más esperados del año!!!! En YouTube ya tenemos el unboxing, activación y pequeña navegación por el app de la tarjeta metálica de ! Les compao el link del video: TarjetaDeCrédito HeyBanco",208,35,"productos esperados año ! ! ! ! youtube unboxing , activación pequeña navegación app tarjeta metálica ! compao link video : tarjetadecrédito heybanco",0,0.07400737199690087,5
2023-05-13,,Es la mejor que he visto hasta ahora,36,8,mejor visto ahora,0,0.15379472407908282,5
2023-05-15,,Excelente muchas gracias,24,3,excelente muchas gracias,0,0.9593271768866124,5
2023-05-15,,muchas gracias por su respuesta!,32,5,muchas gracias respuesta !,0,0.0878909851955042,5
2023-05-15,,"Llamar para pelear a me resta tiempo, kilos, neuronas, prácticamente me resta vida ese banco pitero.",100,16,"llamar pelear resta tiempo , kilo , neuronas , prácticamente resta vida banco pitero .",0,0.014791804499670158,1
2023-05-15,,"hola, excelente tarde, me podrían ayudar con algo. Les mandé DM, por favor, muchas gracias :manos_en_oración:",92,16,"hola , excelente tarde , podrían ayudar . mandé dm , favor , muchas gracias : manos_en_oración :",1,0.2293825042871311,5
2023-05-15,,Me encanta que HeyBanco ya te manda notificación cuando se hace el cobro :mano_haciendo_el_gesto_de_llamar_tono_de_piel_claro_medio:,75,14,encanta heybanco manda notificación hace cobro : mano_haciendo_el_gesto_de_llamar_tono_de_piel_claro_medio :,0,0.6795795204784887,5
