date,tweet,relevance,topic,Palabras,procTweet,Rating,Sentimiento
2023-02-26 00:00:00,Es correcto. De BBVA a BBVA sin problemas. Ya en Hey avisaron que hasta las 7 aproximadamente.,0,misc,17,correcto  bbva bbva problemas  hey avisaron 7 aproximadamente ,3,0.0
2023-02-27 00:00:00,Gracias ya les respondí,0,misc,4,gracias respondí,5,1.0
2023-02-27 00:00:00,Listo!! Gracias,0,misc,2,listo   gracias,5,1.0
2023-02-27 00:00:00,Perfecto! Gracias :cara_sonriente:,0,misc,3,perfecto  gracias  cara_sonriente ,5,1.0
2023-02-27 00:00:00,Pero que tremenda sabiduría :manos_aplaudiendo: me quede anonadado con este mensaje yo creía que la cantidad que ponía de garantía se utilizaba para los niños sin alimento o para los indigentes y que con eso ya después te entregaban una tarjeta de crédito :tarjeta_de_crédito: :cara_gritando_de_miedo: que tremenda explicación,1,misc,48,tremenda sabiduría  manos_aplaudiendo  quede anonadado mensaje creía cantidad ponía garantía utilizaba niños alimento indigentes después entregaban tarjeta crédito  tarjeta_de_crédito   cara_gritando_de_miedo  tremenda explicación,1,0.0
2023-02-27 00:00:00,Esta padrisima la tarjeta!!,0,misc,4,padrisima tarjeta  ,3,0.0
2023-02-27 00:00:00,"Está muy bonito, me hace considerar adquirir la tarjeta",1,misc,9,bonito  hace considerar adquirir tarjeta,4,1.0
2023-02-27 00:00:00,Gracias. Ya le mande todos mis datos de mi tarjeta.,0,misc,10,gracias  mande datos tarjeta ,5,1.0
2023-02-27 00:00:00,"Sí, sin problema:D",0,misc,3, problema  d,1,0.0
2023-02-27 00:00:00,"No es problema de ,es ellos son los que tienen la falla. Dalay.",1,misc,13,problema  falla  dalay ,1,0.0
2023-02-27 00:00:00,"Pf…. Sigues con Intermitencias… y solo Hey Banco, BBVA sin problema.",1,misc,11,pf…  sigues intermitencias… solo hey banco  bbva problema ,1,0.0
2023-02-27 00:00:00,"La primera no había sido la de chichen itza ?Estoy esperando esa, pero este modelo está bonito también.",1,support,18,primera sido chichen itza ? esperando  modelo bonito ,3,0.0
2023-02-27 00:00:00,"Tengo BBVA y Bancoppel, las dos trabajan a la perfección.",0,misc,10,bbva bancoppel  do trabajan perfección ,5,1.0
2023-02-27 00:00:00,Entiendo le agradezco el comentario y como sugerencia me gustaría recibir una notificación correo o texto de que el servicio no estará disponible para no caer en esta situación ya que me sirve de mucha utilidad la tarjeta y me gustaría seguir con ustedes.,1,misc,44,entiendo agradezco comentario sugerencia gustaría recibir notificación correo texto servicio disponible caer situación sirve mucha utilidad tarjeta gustaría seguir ustedes ,4,1.0
2023-02-27 00:00:00,Que bien! :pulgar_hacia_arriba_tono_de_piel_claro_medio:,0,misc,3,bien   pulgar_hacia_arriba_tono_de_piel_claro_medio ,3,0.0
2023-02-28 00:00:00,"Me siento poderosa !!! Gracias , estoy muy contenta !!!!:abeja::chispas::corona:",0,misc,10,siento poderosa    gracias  contenta      abeja  chispas  corona ,5,1.0
2023-02-28 00:00:00,Esta bien,0,misc,2,bien,4,1.0
2023-02-28 00:00:00,"Yo la tengo y es una maravilla, Servicio eficiente y la app de primera. ¡¡¡Altamente recomendable!!!!!",1,misc,16,maravilla  servicio eficiente app primera  altamente recomendable     ,5,1.0
2023-02-28 00:00:00,"Ay no, yo ya tengo la mia y ese diseño esta super cool !!!",1,misc,14,ay  mia diseño super cool   ,5,1.0
2023-03-01 00:00:00,"Animense, ya casi un año con la tarjeta de credito heygarantizada y sin problemas, incluyendo en el extranjero",1,misc,18,animense  casi año tarjeta credito heygarantizada problemas  incluyendo extranjero,1,0.0
2023-03-02 00:00:00,"Gracias, según recuerdo esto ya lo había hecho el día que la fuí a activar pero volveré a hacerlo tanto para la TDD cómo la TDC, gracias:)",1,misc,27,gracias  según recuerdo hecho día fuí activar volveré hacerlo tdd cómo tdc  gracias  ),5,1.0
2023-03-02 00:00:00,Mucho exito! heybanco,0,misc,3,exito  heybanco,5,1.0
2023-03-02 00:00:00,. recomendadísimas :señal_de_aprobación_con_la_mano:(pd. YoTePresto y 100Ladrillos HechoEnJalisco),1,misc,7, recomendadísimas  señal_de_aprobación_con_la_mano  ( pd  yotepresto 100ladrillos hechoenjalisco ),5,1.0
2023-03-03 00:00:00,"Hola muchas gracias por su respuesta en DM:señal_de_aprobación_con_la_mano:, con lo que me indicaron ya logre hacer el movimiento que requeria",1,misc,20,hola muchas gracias respuesta dm  señal_de_aprobación_con_la_mano   indicaron logre hacer movimiento requeria,1,0.0
2023-03-03 00:00:00,¡Manifiesto!:chispas: Hoy fui y salí enmoradísima. Me subí y así casi que me voy a dar una vuelta ¡Hermosisimo el carro! ¡Háganme la buena!:corazón_en_llamas::manos_en_oración::dos_corazones:,0,misc,24,manifiesto   chispas  hoy salí enmoradísima  subí así casi voy dar vuelta hermosisimo carro  háganme buena   corazón_en_llamas  manos_en_oración  dos_corazones ,1,0.0
2023-03-03 00:00:00,"Se resolvió con la actualización de la app, gracias. También me sirvió el DM :señal_de_aprobación_con_la_mano_tono_de_piel_claro_medio:",1,misc,15,resolvió actualización app  gracias  sirvió dm  señal_de_aprobación_con_la_mano_tono_de_piel_claro_medio ,3,0.0
2023-03-03 00:00:00,Ustedes son mi banco y la verdad lo estan haciendo muy bien!,1,misc,12,ustedes banco verdad estan haciendo bien ,4,1.0
2023-03-03 00:00:00,Definitivamente:dorso_de_mano_con_índice_hacia_arriba_tono_de_piel_medio:,0,misc,1,definitivamente  dorso_de_mano_con_índice_hacia_arriba_tono_de_piel_medio ,2,0.0
2023-03-04 00:00:00,Gracias por secuestrar la plata en Ahorro :hombre_con_la_mano_en_la_frente:Bitcoin fixes this... literalmente eso me salva :cara_con_ojos_en_blanco:,1,misc,15,gracias secuestrar plata ahorro  hombre_con_la_mano_en_la_frente  bitcoin fix this  literalmente salva  cara_con_ojos_en_blanco ,1,0.0
2023-03-04 00:00:00,Gracias la transferencia fue aplicada al día siguiente,0,misc,8,gracias transferencia aplicada día siguiente,1,0.0
2023-03-06 00:00:00,"Gracias, ya lo resolví jajaja, me equivoqué",0,misc,7,gracias  resolví jajaja  equivoqué,1,0.0
2023-03-06 00:00:00,Quedó aclarado el tema. Gracias.,0,misc,5,quedó aclarado tema  gracias ,3,0.0
2023-03-07 00:00:00,Bank run!!!,0,misc,2,bank run   ,1,0.0
2023-03-07 00:00:00,Les respondí por privado. Saludos!,0,misc,5,respondí privado  saludos ,5,1.0
2023-03-07 00:00:00,eso es bueno saberlo,0,misc,4,bueno saberlo,4,1.0
2023-03-08 00:00:00,Gracias por la información :manos_en_oración:,0,misc,5,gracias información  manos_en_oración ,5,1.0
2023-03-08 00:00:00,Gracias!,0,misc,1,gracias ,5,1.0
2023-03-08 00:00:00,Listo!!!,0,misc,1,listo   ,4,1.0
2023-03-08 00:00:00,"Así te da la bienvenida a tu tarjeta de Metal, aún sin beneficios adicionales :cara_derritiéndose:",1,misc,15,así da bienvenida tarjeta metal  aún beneficios adicionales  cara_derritiéndose ,4,1.0
2023-03-08 00:00:00,"Se cayó la app de todo ha sido una buena experiencia con ustedes, no me fallen cuando se les necesita",1,misc,20,cayó app sido buena experiencia ustedes  fallen necesita,1,0.0
2023-03-08 00:00:00,La verdad es menos tedioso el proceso de hablar con alguien en me agrada mucho la experiencia.,0,misc,17,verdad menos tedioso proceso hablar alguien agrada experiencia ,3,0.0
2023-03-09 00:00:00,"Gracias, ya les contesté",0,misc,4,gracias  contesté,5,1.0
2023-03-09 00:00:00,ayuda!!!,1,support,1,ayuda   ,4,1.0
2023-03-09 00:00:00,"Si gracias, les volví a contestar hace un par de horas",0,misc,11,si gracias  volví contestar hace par horas,1,0.0
2023-03-09 00:00:00,"Fue más rápido marcar, tuve que hacer una caa de hechos en donde ponía los datos que quería cambiar y ya lo hicieron, por fin pude instalar el Token. el chico que me atendió súper bueno y amable! Se llama Christhian Hernández :corazón_rojo:",1,misc,43,rápido marcar  hacer caa hechos ponía datos quería cambiar hicieron  fin pude instalar token  chico atendió súper bueno amable  llama christhian hernández  corazón_rojo ,5,1.0
2023-03-10 00:00:00,"me avisan si van a la quiebra, para sacar mi dinero de inversión a 7 días porfas y muchas gracias de antemano los amo :chispas::corazón_en_llamas:",1,misc,25,avisan si van quiebra  sacar dinero inversión 7 días porfas muchas gracias antemano amo  chispas  corazón_en_llamas ,1,0.0
2023-03-11 00:00:00,"Yeah, son los mejores a pesar del veto",1,misc,8,yeah  mejores pesar veto,5,1.0
2023-03-12 00:00:00,Muchas gracias!,0,misc,2,muchas gracias ,5,1.0
2023-03-12 00:00:00,"solucionado, muchas gracias :manos_formando_un_corazón_tono_de_piel_claro_medio:",0,misc,4,solucionado  muchas gracias  manos_formando_un_corazón_tono_de_piel_claro_medio ,3,0.0
2023-03-12 00:00:00,Ya se puede,0,misc,3,puede,3,0.0
2023-03-13 00:00:00,Gracias!,0,misc,1,gracias ,5,1.0
2023-03-13 00:00:00,Gracias :),0,misc,2,gracias  ),5,1.0
2023-03-13 00:00:00,"Me siguen hablando en horario laboral.El que su personal de DHL descuide su trabajo, no significa que yo tenga que descuidar el mío.Si me van a hablar, que sea después de las 15 hrs o 3 pm.Agradezco que ésta vez si lean mi horario y me hablen cuando puedo atender el teléfono.",1,misc,52,siguen hablando horario laboralel personal dhl descuide trabajo  significa descuidar míosi van hablar  después 15 hr 3 pmagradezco ésta vez si lean horario hablen puedo atender teléfono ,1,0.0
2023-03-13 00:00:00,Exacto puntos lealtad que solo se cambian en su tiendaPor lo menos en Santander si tienda tenía tecnología y aículos para el hogar Mejor que lo cambien por más cashback,1,misc,30,exacto puntos lealtad solo cambian tiendapor menos santander si tienda tecnología aículos hogar mejor cambien cashback,5,1.0
2023-03-13 00:00:00,Verdaderamente el mejor banco que hay :corazón_brillante::chispas: los tqm mucho :cara_con_sombrero_de_vaquero:,1,misc,11,verdaderamente mejor banco  corazón_brillante  chispas  tqm  cara_con_sombrero_de_vaquero ,5,1.0
2023-03-13 00:00:00,"Bueno, es que yo si pude ya.",0,misc,7,bueno  si pude ,4,1.0
2023-03-13 00:00:00,Excelente!!,0,misc,1,excelente  ,5,1.0
2023-03-13 00:00:00,Excelente,0,misc,1,excelente,5,1.0
2023-03-13 00:00:00,Muy bien excelente,0,misc,3,bien excelente,5,1.0
2023-03-13 00:00:00,"Me gane un mes de Spotify y no soy usuario :cara_sonriendo_con_ojos_sonrientes:, mejor que me cambien mi tarjeta, me gusta más la blanca del negocio. :cara_radiante_con_ojos_sonrientes:",1,misc,25,gane me spotify usuario  cara_sonriendo_con_ojos_sonrientes   mejor cambien tarjeta  gusta blanca negocio   cara_radiante_con_ojos_sonrientes ,3,0.0
2023-03-13 00:00:00,es excelente! Yo eh trabajo varios años con ellos y todo perfecto,1,misc,12,excelente  eh trabajo varios años perfecto,5,1.0
2023-03-14 00:00:00,Super! Ojalá que esto pueda ser corregido en la app entonces. Apareció así hace unos días de repente. Gracias!Cc.,1,misc,19,super  ojalá pueda ser corregido app entonces  apareció así hace días repente  gracias  cc ,5,1.0
2023-03-14 00:00:00,Wooow que emoción,0,misc,3,wooow emoción,5,1.0
2023-03-14 00:00:00,:cara_de_fiesta: Nunca me gano nada.Pero hoy empeze bien mi día :pulgar_hacia_arriba_tono_de_piel_claro:,0,misc,11, cara_de_fiesta  nunca gano nadapero hoy empeze bien día  pulgar_hacia_arriba_tono_de_piel_claro ,1,0.0
2023-03-14 00:00:00,Exito:bandera_del_arcoíris::bandera_del_arcoíris:,0,misc,1,exito  bandera_del_arcoíris  bandera_del_arcoíris ,5,1.0
2023-03-15 00:00:00,"Ya les contesté, gracias",0,misc,4,contesté  gracias,5,1.0
2023-03-15 00:00:00,Listos !!!!!!!!,0,misc,2,listos        ,4,1.0
2023-03-15 00:00:00,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! :pulgar_hacia_arriba: Bancos fintech mexicano",1,misc,23,gracias conocí  use  hoy dejo  definitivamente mio  si recomiendo   pulgar_hacia_arriba  bancos fintech mexicano,5,1.0
2023-03-15 00:00:00,"Cámbiate a HeyBanco, hasta el momento es la mejor que he probado. Te dan 2% de todo lo que gastas, y es dinero gratis si eres como yo que siempre paga a tiempo y nunca paga intereses.",1,misc,37,cámbiate heybanco  momento mejor probado  dan 2 % gastas  dinero gratis si siempre paga tiempo nunca paga intereses ,1,0.0
2023-03-15 00:00:00,Wwwooowww que maravilla felicidades y por supuesto que ahí estaré para disfrutar de mi Chica Dorada,0,misc,16,wwwooowww maravilla felicidades supuesto ahí disfrutar chica dorada,5,1.0
2023-03-15 00:00:00,En verdad les agradezco ya que no tengo la tarjeta de débito y la necesito,0,misc,15,verdad agradezco tarjeta débito necesito,5,1.0
2023-03-16 00:00:00,Muchas gracias por la información ahí nos vemos el 3 de Junio,0,misc,12,muchas gracias información ahí vemos 3 junio,5,1.0
2023-03-16 00:00:00,Pues bueno... xd,0,misc,3,pues bueno  xd,4,1.0
2023-03-16 00:00:00,Es una DJ increíble,0,misc,4,dj increíble,5,1.0
2023-03-16 00:00:00,Muchas graciasQuedo en esperaSaludos.,0,misc,4,muchas graciasquedo esperasaludos ,5,1.0
2023-03-16 00:00:00,Un festival 100% tercermundista. ¡Felicidades!,0,misc,5,festival 100 % tercermundista  felicidades ,5,1.0
2023-03-16 00:00:00,La Supermana hermosa :dos_corazones:,0,misc,4,supermana hermosa  dos_corazones ,5,1.0
2023-03-17 00:00:00,Gracias por el seguimiento!,0,misc,4,gracias seguimiento ,5,1.0
2023-03-17 00:00:00,mi primera tdc :tarjeta_de_crédito::corazón_latiendo: thx,1,misc,5,primera tdc  tarjeta_de_crédito  corazón_latiendo  thx,5,1.0
2023-03-17 00:00:00,Gracias por su respuesta,0,misc,4,gracias respuesta,5,1.0
2023-03-17 00:00:00,"Gracias, espero su pronta respuesta de agradecimiento",0,misc,7,gracias  espero pronta respuesta agradecimiento,5,1.0
2023-03-17 00:00:00,Estoy sorprendido como permite que se organicen esas cosas. :cara_vomitando:,0,misc,10,sorprendido permite organicen cosas   cara_vomitando ,5,1.0
2023-03-18 00:00:00,"Gracias, como siempre super buena y rápida, la atención de su pae.",1,misc,12,gracias  siempre super buena rápida  atención pae ,5,1.0
2023-03-19 00:00:00,Muchas gracias :),0,misc,3,muchas gracias  ),5,1.0
2023-03-21 00:00:00,"Hola Quiero decirles que muchas gracias por el seguimiento a mi problema sobre el Token, ya quedo resuelto Muy buena atención, al final no fue problema de pae suya sino de mi operadora Saludos.",1,misc,34,hola quiero decirles muchas gracias seguimiento problema token  quedo resuelto buena atención  final problema pae sino operadora saludos ,3,0.0
2023-03-22 00:00:00,Gracias,0,misc,1,gracias,5,1.0
2023-03-22 00:00:00,Hey ya no nos hagan sufrir más a los de la dinámica de tikitoki jajaja :cara_llorando_fuerte::corazón_brillante:,0,misc,16,hey hagan sufrir dinámica tikitoki jajaja  cara_llorando_fuerte  corazón_brillante ,5,1.0
2023-03-23 00:00:00,Que tal buen dia. Necesito ayuda.,1,support,6,tal buen dia  necesito ayuda ,5,1.0
2023-03-23 00:00:00,"Excelente servicio en atención a clientes :manos_formando_un_corazón_tono_de_piel_claro:, nunca cambien! :corazón_rojo:",1,misc,10,excelente servicio atención clientes  manos_formando_un_corazón_tono_de_piel_claro   nunca cambien   corazón_rojo ,5,1.0
2023-03-23 00:00:00,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,0,misc,23,ojito ahí dinámicas día hoy gane dinámica abono pal noe etiqueta…,5,1.0
2023-03-24 00:00:00,Saludos bro. Gracias por ver los vídeos.,0,misc,7,saludos bro  gracias ver vídeos ,3,0.0
2023-03-24 00:00:00,Gracias!,0,misc,1,gracias ,5,1.0
2023-03-24 00:00:00,"Gracias, tocayo. Soy tu fan. ;)",0,misc,6,gracias  tocayo  fan  ; ),5,1.0
2023-03-24 00:00:00,¡Hola! Permíteme conocer más de tu caso vía mensaje privado para poder dae la atención necesaria y rápida. ¡Saludos!,1,support,19,hola  permíteme conocer caso vía mensaje privado poder dae atención necesaria rápida  saludos ,4,1.0
2023-03-24 00:00:00,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,0,misc,23,ojito ahí dinámicas día hoy gane dinámica abono pal noe etiqueta…,5,1.0
2023-03-24 00:00:00,o fácil,0,misc,2,fácil,4,1.0
2023-03-25 00:00:00,Gracias,0,misc,1,gracias,5,1.0
2023-03-25 00:00:00,"Hola! Ntp después de otros intentos me pudieron asistir, gracias!",0,misc,10,hola  ntp después intentos pudieron asistir  gracias ,1,0.0
2023-03-26 00:00:00,Si la anualidad es de $999. Si juntas $100k estas libre de la anualidad. Mucho mejor que ese pedazo de metal VISA Standard,1,misc,23,si anualidad $ 999  si junta $ 100k libre anualidad  mejor pedazo metal visa standard,1,0.0
2023-03-26 00:00:00,"exacto, todas son duales",0,misc,4,exacto  toda duales,5,1.0
2023-03-26 00:00:00,Por eso Fondeadora Metal es World Elite,0,misc,7,fondeadora metal world elite,5,1.0
2023-03-28 00:00:00,Ok gracias,0,misc,2,ok gracias,5,1.0
2023-03-28 00:00:00,"Gracias a Dios, JAJAJA.",0,misc,4,gracias dios  jajaja ,5,1.0
2023-03-28 00:00:00,igual a mi con amazon.,0,misc,5,igual amazon ,5,1.0
2023-03-28 00:00:00,This is the oppounity of a lifetime! Gotta watch this web3 developer's MEV strategy video and learn how to make some serious cash with crypto.,0,misc,25,this is the oppounity of lifetime  got ta watch this web3 developer 's mev strategy video and learn how to make some serious cash with crypto ,1,0.0
2023-03-28 00:00:00,"Ese hombre merece que le mandes además de tan grata felicitación una foto especial, única y sin censura autografiada x la Diosa de TW.",0,misc,24,hombre merece mande además tan grata felicitación foto especial  única censura autografiada x diosa tw ,5,1.0
2023-03-28 00:00:00,Que Dios le pague con muchos hijos.,0,misc,7,dios pague hijos ,1,0.0
2023-03-28 00:00:00,Mándamela a mi!! Yo se la hago llegar !! Jajaja. Chido que te resolvió !,0,misc,15,mándamela   hago llegar   jajaja  chido resolvió ,1,0.0
2023-03-28 00:00:00,Le mando un beso tronado y apretón de nalga a Ángel Argüello de que en dos horas me resolvió un asunto que llevaba 59 días estancado. Agradecida con el de abajo :cara_suplicante:,1,misc,32,mando beso tronado apretón nalga ángel argüello do horas resolvió asunto llevaba 59 días estancado  agradecida abajo  cara_suplicante ,1,0.0
2023-03-29 00:00:00,"No te había dicho que conozco a Angel, pero es muy tímido, si gustas yo le hago llegar el presente",0,misc,20,dicho conozco angel  tímido  si gustas hago llegar presente,1,0.0
2023-03-29 00:00:00,"Gracias, ya recibí el código :pulgar_hacia_arriba:",0,misc,6,gracias  recibí código  pulgar_hacia_arriba ,1,0.0
2023-03-29 00:00:00,Ser agradecida. Y si es con el de abajo mejor...,0,misc,10,ser agradecida  si abajo mejor ,4,1.0
2023-03-29 00:00:00,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio enormemente; si ustedes gustan donar algo pueden hacerlo a la clabe 058597000024431851 en HeyBanco a nombre de Noris Vargas G. (Sin embargo también pueden",0,misc,44,agradezco persona querido hacer donaciones vestuario  duda agradezco aprecio enormemente ; si ustedes gustan donar pueden hacerlo clabe 058597000024431851 heybanco nombre noris vargas g ( embargo pueden,3,0.0
2023-03-29 00:00:00,Jajaja muy bien!,0,misc,3,jajaja bien ,4,1.0
2023-03-29 00:00:00,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,0,misc,23,ojito ahí dinámicas día hoy gane dinámica abono pal noe etiqueta…,5,1.0
2023-03-29 00:00:00,Amigues por primera vez en mi vida gane una dinámica JAJAJAJAJA Gracias no gane el pastel pero si esta dinámica :chispas:,0,misc,21,amigues primera vez vida gane dinámica jajajajaja gracias gane pastel si dinámica  chispas ,5,1.0
2023-03-30 00:00:00,Teniendo tantas juntas de Cashback y viendo los beneficios me dan ganas de sacar mis tarjetas de &amp,1,misc,18,tantas junta cashback viendo beneficios dan ganas sacar tarjetas & amp,5,1.0
2023-03-30 00:00:00,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio…",0,misc,20,agradezco persona querido hacer donaciones vestuario  duda agradezco aprecio…,4,1.0
2023-03-31 00:00:00,"Gracias, supongo que es así por semana santa, correcto? Saludos!",1,support,10,gracias  supongo así semana santa  correcto ? saludos ,3,0.0
2023-03-31 00:00:00,"Gracias, estaré pendiente a qué me responda",0,misc,7,gracias  pendiente responda,5,1.0
2023-03-31 00:00:00,"Es que hay un secreto para que te contesten rápido, te lo cuento cuando estemos bebiendo y no, ojalá me paguen, me resuelven súper rápido.",0,misc,25,secreto contesten rápido  cuento bebiendo  ojalá paguen  resuelven súper rápido ,5,1.0
2023-04-01 00:00:00,Muchas gracias!,0,misc,2,muchas gracias ,5,1.0
2023-04-01 00:00:00,Muchas gracias ya me comuniqué y me dieron folio de seguimiento respecto a mi situación y estoy en espera que me revuelva lo antes posible!,1,misc,25,muchas gracias comuniqué dieron folio seguimiento respecto situación espera revuelva posible ,4,1.0
2023-04-03 00:00:00,Gracias a Tamos readys en PalNoe :león:,0,misc,7,gracias tamos ready palnoe  león ,5,1.0
2023-04-03 00:00:00,"Bueno, intento más tarde, muchas gracias, Maite!! Un gusto saludae:cara_sonriente:",0,misc,10,bueno  intento tarde  muchas gracias  maite   gusto saludae  cara_sonriente ,4,1.0
2023-04-03 00:00:00,"Habla al número que está en la tarjeta, yo lo hice así y no tuve ningún problema en españa ;)",1,misc,20,habla número tarjeta  hice así ningún problema españa ; ),5,1.0
2023-04-03 00:00:00,This web3 developer's MEV strategy is a game-changer. He's making over 5 ETH per week and you need to learn how!,0,misc,21,this web3 developer 's mev strategy is game-changer  's making over 5 eth per week and you need to learn how ,5,1.0
2023-04-04 00:00:00,"Te cuento lo que hice Yo tampoco tenía Historial pero tenía la de Nubank y hasta ahí todo bien, posterior fui con Heybanco, y realmente no interesaba usar su tarjeta.Pero vi que tenía un pagare y me interesóMe registre a la cuenta, no solicite plástico ni nada",1,misc,47,cuento hice tampoco historial nubank ahí bien  posterior heybanco  realmente interesaba usar tarjetapero vi pagare interesóme registre cuenta  solicite plástico,1,0.0
2023-04-06 00:00:00,Ya resolví gracias,0,misc,3,resolví gracias,5,1.0
2023-04-06 00:00:00,Gracias por darnos agüita en para no morir de disentería por el agua puerca de los bebedores de :cara_de_náuseas:,0,misc,19,gracias darnos agüita morir disentería agua puerca bebedores  cara_de_náuseas ,1,0.0
2023-04-08 00:00:00,Buenas tardes,0,misc,2,buenas tardes,4,1.0
2023-04-08 00:00:00,"¿Adivinen dónde estoy?¡Que buena experiencia, !",0,misc,6,¿adivinen dónde ? que buena experiencia  ,5,1.0
2023-04-11 00:00:00,"5/ Seguramente veremos a y dando más noticias de innovación y servicios, pero sobre todo generando más competencia en la industria financiera, lo cual beneficia a todos los usuarios.BancaDigital NuMéxico HeyBanco Innovación CompetenciaFinanciera Fintech",1,misc,34,5/ seguramente veremos dando noticias innovación servicios  generando competencia industria financiera  beneficia usuariosbancadigital numéxico heybanco innovación competenciafinanciera fintech,5,1.0
2023-04-11 00:00:00,"4/ La gran ventaja de es su experiencia de 5 años en el mercado, ganando terreno entre los jóvenes por sus servicios y por patrocinar festivales de música, lo que les permite crecer junto con sus clientes.",1,misc,37,4/ gran ventaja experiencia 5 años mercado  ganando terreno jóvenes servicios patrocinar festivales música  permite crecer junto clientes ,4,1.0
2023-04-13 00:00:00,Gracias les volví a contestar el dm,0,misc,7,gracias volví contestar dm,1,0.0
2023-04-13 00:00:00,"Gracias hey banco, solucionaron el problema.",0,misc,6,gracias hey banco  solucionaron problema ,5,1.0
2023-04-14 00:00:00,Muchísimas gracias,0,misc,2,muchísimas gracias,5,1.0
2023-04-14 00:00:00,Muchas gracias por su respuesta tan pronta.,0,misc,7,muchas gracias respuesta tan pronta ,5,1.0
2023-04-14 00:00:00,"gracias por la pronta devolución, me sirvio para pagarle a",0,misc,10,gracias pronta devolución  sirvio pagarle,1,0.0
2023-04-15 00:00:00,Muchas gracias mando DM a la brevedad,0,misc,7,muchas gracias mando dm brevedad,5,1.0
2023-04-15 00:00:00,No má gracias tío estuvo fantástico este descuento del 50% en mi checkup en,0,misc,14,má gracias tío fantástico descuento 50 % checkup,5,1.0
2023-04-17 00:00:00,"Super, gracias.",0,misc,2,super  gracias ,5,1.0
2023-04-18 00:00:00,"Correcto, esperaré el contacto por pae de ustedes para arreglar la situación de mi inversión hey pro al 10%",1,support,19,correcto  esperaré contacto pae ustedes arreglar situación inversión hey pro 10 %,3,0.0
2023-04-19 00:00:00,muchas gracias,0,misc,2,muchas gracias,5,1.0
2023-04-19 00:00:00,"Excelente, muchas gracias por su sopoe, tío hey. De igual manera quiero agregar que el error ya fue solucionado, y adicional, durante el día recibí un SMS donde me notificaban que debido a una incidencia se mostraba el 5% y que lo estaban trabajando. Nuevamente gracias :personas_abrazándose:",1,misc,47,excelente  muchas gracias sopoe  tío hey  igual manera quiero agregar error solucionado  adicional  día recibí sm notificaban debido incidencia mostraba 5 % trabajando  nuevamente gracias  personas_abrazándose ,5,1.0
2023-04-19 00:00:00,Muchas gracias. Voy a comunicarme entonces.,0,misc,6,muchas gracias  voy comunicarme entonces ,5,1.0
2023-04-19 00:00:00,"Están en proceso de resolver según mensajes que me están enviando los de hey banco, saludos.",1,misc,16,proceso resolver según mensajes enviando hey banco  saludos ,5,1.0
2023-05-12 00:00:00,Gracias,0,misc,1,gracias,5,1.0
2023-05-12 00:00:00,Ya me llego gracias,0,misc,4,llego gracias,5,1.0
2023-05-12 00:00:00,"Un gusto saludae Erich, ponemos a tu disposición nuestra cuenta de correo electrónico en la que con gusto atenderemos tus dudas, escríbenos: asesoria@condusef.gob.mx , recuerda que CONDUSEF te apoya.",0,misc,29,gusto saludae erich  ponemos disposición cuenta correo electrónico gusto atenderemos dudas  escríbenos  asesoria @ condusefgobmx  recuerda condusef apoya ,3,0.0
2023-05-12 00:00:00,el mejor banco &lt,0,misc,4,mejor banco & lt,5,1.0
2023-05-12 00:00:00,"Uno de los productos más esperados del año!!!! En YouTube ya tenemos el unboxing, activación y pequeña navegación por el app de la tarjeta metálica de ! Les compao el link del video: TarjetaDeCrédito HeyBanco",1,misc,35,productos esperados año     youtube unboxing  activación pequeña navegación app tarjeta metálica  compao link video  tarjetadecrédito heybanco,4,1.0
2023-05-13 00:00:00,Es la mejor que he visto hasta ahora,0,misc,8,mejor visto ahora,5,1.0
2023-05-15 00:00:00,Excelente muchas gracias,0,misc,3,excelente muchas gracias,5,1.0
2023-05-15 00:00:00,muchas gracias por su respuesta!,0,misc,5,muchas gracias respuesta ,5,1.0
2023-05-15 00:00:00,"Llamar para pelear a me resta tiempo, kilos, neuronas, prácticamente me resta vida ese banco pitero.",0,misc,16,llamar pelear resta tiempo  kilo  neuronas  prácticamente resta vida banco pitero ,1,0.0
2023-05-15 00:00:00,"hola, excelente tarde, me podrían ayudar con algo. Les mandé DM, por favor, muchas gracias :manos_en_oración:",1,support,16,hola  excelente tarde  podrían ayudar  mandé dm  favor  muchas gracias  manos_en_oración ,5,1.0
2023-05-15 00:00:00,Me encanta que HeyBanco ya te manda notificación cuando se hace el cobro :mano_haciendo_el_gesto_de_llamar_tono_de_piel_claro_medio:,1,misc,14,encanta heybanco manda notificación hace cobro  mano_haciendo_el_gesto_de_llamar_tono_de_piel_claro_medio ,5,1.0
2023-05-15 00:00:00,tienen algún tiempo estimado de respuesta,1,support,6,algún tiempo estimado respuesta,3,0.0
