date,tweet,Palabras,procTweet,Sentimiento,relevance,topic
2023-02-28,Esta bien,2,bien,1.0,0,misc
2023-02-28,"Yo la tengo y es una maravilla, Servicio eficiente y la app de primera. ¡¡¡Altamente recomendable!!!!!",16,maravilla  servicio eficiente app primera  altamente recomendable     ,1.0,1,misc
2023-02-28,"Ay no, yo ya tengo la mia y ese diseño esta super cool !!!",14,ay  mia diseño super cool   ,1.0,1,misc
2023-03-01,"Animense, ya casi un año con la tarjeta de credito heygarantizada y sin problemas, incluyendo en el extranjero",18,animense  casi año tarjeta credito heygarantizada problemas  incluyendo extranjero,0.0,1,misc
2023-03-02,"Gracias, según recuerdo esto ya lo había hecho el día que la fuí a activar pero volveré a hacerlo tanto para la TDD cómo la TDC, gracias:)",27,gracias  según recuerdo hecho día fuí activar volveré hacerlo tdd cómo tdc  gracias  ),1.0,1,misc
2023-03-02,Mucho exito! heybanco,3,exito  heybanco,1.0,0,misc
2023-03-02,. recomendadísimas :señal_de_aprobación_con_la_mano:(pd. YoTePresto y 100Ladrillos HechoEnJalisco),7, recomendadísimas  señal_de_aprobación_con_la_mano  ( pd  yotepresto 100ladrillos hechoenjalisco ),1.0,1,misc
2023-03-03,"Hola muchas gracias por su respuesta en DM:señal_de_aprobación_con_la_mano:, con lo que me indicaron ya logre hacer el movimiento que requeria",20,hola muchas gracias respuesta dm  señal_de_aprobación_con_la_mano   indicaron logre hacer movimiento requeria,0.0,1,misc
2023-03-03,¡Manifiesto!:chispas: Hoy fui y salí enmoradísima. Me subí y así casi que me voy a dar una vuelta ¡Hermosisimo el carro! ¡Háganme la buena!:corazón_en_llamas::manos_en_oración::dos_corazones:,24,manifiesto   chispas  hoy salí enmoradísima  subí así casi voy dar vuelta hermosisimo carro  háganme buena   corazón_en_llamas  manos_en_oración  dos_corazones ,0.0,0,misc
2023-03-03,"Se resolvió con la actualización de la app, gracias. También me sirvió el DM :señal_de_aprobación_con_la_mano_tono_de_piel_claro_medio:",15,resolvió actualización app  gracias  sirvió dm  señal_de_aprobación_con_la_mano_tono_de_piel_claro_medio ,0.0,1,misc
2023-03-03,Ustedes son mi banco y la verdad lo estan haciendo muy bien!,12,ustedes banco verdad estan haciendo bien ,1.0,1,misc
2023-03-03,Definitivamente:dorso_de_mano_con_índice_hacia_arriba_tono_de_piel_medio:,1,definitivamente  dorso_de_mano_con_índice_hacia_arriba_tono_de_piel_medio ,0.0,0,misc
2023-03-04,Gracias por secuestrar la plata en Ahorro :hombre_con_la_mano_en_la_frente:Bitcoin fixes this... literalmente eso me salva :cara_con_ojos_en_blanco:,15,gracias secuestrar plata ahorro  hombre_con_la_mano_en_la_frente  bitcoin fix this  literalmente salva  cara_con_ojos_en_blanco ,1.0,0,misc
2023-03-04,Gracias la transferencia fue aplicada al día siguiente,8,gracias transferencia aplicada día siguiente,0.0,0,misc
2023-03-06,"Gracias, ya lo resolví jajaja, me equivoqué",7,gracias  resolví jajaja  equivoqué,0.0,0,misc
2023-03-06,Quedó aclarado el tema. Gracias.,5,quedó aclarado tema  gracias ,0.0,0,misc
2023-03-07,Bank run!!!,2,bank run   ,0.0,0,misc
2023-03-07,Les respondí por privado. Saludos!,5,respondí privado  saludos ,1.0,0,misc
2023-03-07,eso es bueno saberlo,4,bueno saberlo,1.0,0,misc
2023-03-08,Gracias por la información :manos_en_oración:,5,gracias información  manos_en_oración ,1.0,0,misc
2023-03-08,Gracias!,1,gracias ,1.0,0,misc
2023-03-08,Listo!!!,1,listo   ,1.0,0,misc
2023-03-08,"Así te da la bienvenida a tu tarjeta de Metal, aún sin beneficios adicionales :cara_derritiéndose:",15,así da bienvenida tarjeta metal  aún beneficios adicionales  cara_derritiéndose ,1.0,1,misc
2023-03-08,"Se cayó la app de todo ha sido una buena experiencia con ustedes, no me fallen cuando se les necesita",20,cayó app sido buena experiencia ustedes  fallen necesita,0.0,1,misc
2023-03-08,La verdad es menos tedioso el proceso de hablar con alguien en me agrada mucho la experiencia.,17,verdad menos tedioso proceso hablar alguien agrada experiencia ,0.0,0,misc
2023-03-09,"Gracias, ya les contesté",4,gracias  contesté,1.0,0,misc
2023-03-09,ayuda!!!,1,ayuda   ,1.0,1,support
2023-03-09,"Si gracias, les volví a contestar hace un par de horas",11,si gracias  volví contestar hace par horas,0.0,0,misc
2023-03-09,"Fue más rápido marcar, tuve que hacer una caa de hechos en donde ponía los datos que quería cambiar y ya lo hicieron, por fin pude instalar el Token. el chico que me atendió súper bueno y amable! Se llama Christhian Hernández :corazón_rojo:",43,rápido marcar  hacer caa hechos ponía datos quería cambiar hicieron  fin pude instalar token  chico atendió súper bueno amable  llama christhian hernández  corazón_rojo ,1.0,1,misc
2023-03-10,"me avisan si van a la quiebra, para sacar mi dinero de inversión a 7 días porfas y muchas gracias de antemano los amo :chispas::corazón_en_llamas:",25,avisan si van quiebra  sacar dinero inversión 7 días porfas muchas gracias antemano amo  chispas  corazón_en_llamas ,0.0,1,misc
2023-03-11,"Yeah, son los mejores a pesar del veto",8,yeah  mejores pesar veto,1.0,1,misc
2023-03-12,Muchas gracias!,2,muchas gracias ,1.0,0,misc
2023-03-12,"solucionado, muchas gracias :manos_formando_un_corazón_tono_de_piel_claro_medio:",4,solucionado  muchas gracias  manos_formando_un_corazón_tono_de_piel_claro_medio ,0.0,0,misc
2023-03-12,Ya se puede,3,puede,0.0,0,misc
2023-03-13,Gracias!,1,gracias ,1.0,0,misc
2023-03-13,Gracias :),2,gracias  ),1.0,0,misc
2023-03-13,"Me siguen hablando en horario laboral.El que su personal de DHL descuide su trabajo, no significa que yo tenga que descuidar el mío.Si me van a hablar, que sea después de las 15 hrs o 3 pm.Agradezco que ésta vez si lean mi horario y me hablen cuando puedo atender el teléfono.",52,siguen hablando horario laboralel personal dhl descuide trabajo  significa descuidar míosi van hablar  después 15 hr 3 pmagradezco ésta vez si lean horario hablen puedo atender teléfono ,0.0,1,misc
2023-03-13,Exacto puntos lealtad que solo se cambian en su tiendaPor lo menos en Santander si tienda tenía tecnología y aículos para el hogar Mejor que lo cambien por más cashback,30,exacto puntos lealtad solo cambian tiendapor menos santander si tienda tecnología aículos hogar mejor cambien cashback,1.0,1,misc
2023-03-13,Verdaderamente el mejor banco que hay :corazón_brillante::chispas: los tqm mucho :cara_con_sombrero_de_vaquero:,11,verdaderamente mejor banco  corazón_brillante  chispas  tqm  cara_con_sombrero_de_vaquero ,1.0,1,misc
2023-03-13,"Bueno, es que yo si pude ya.",7,bueno  si pude ,1.0,0,misc
2023-03-13,Excelente!!,1,excelente  ,1.0,0,misc
2023-03-13,Excelente,1,excelente,1.0,0,misc
2023-03-13,Muy bien excelente,3,bien excelente,1.0,0,misc
2023-03-13,"Me gane un mes de Spotify y no soy usuario :cara_sonriendo_con_ojos_sonrientes:, mejor que me cambien mi tarjeta, me gusta más la blanca del negocio. :cara_radiante_con_ojos_sonrientes:",25,gane me spotify usuario  cara_sonriendo_con_ojos_sonrientes   mejor cambien tarjeta  gusta blanca negocio   cara_radiante_con_ojos_sonrientes ,0.0,1,misc
2023-03-13,es excelente! Yo eh trabajo varios años con ellos y todo perfecto,12,excelente  eh trabajo varios años perfecto,1.0,1,misc
2023-03-14,Super! Ojalá que esto pueda ser corregido en la app entonces. Apareció así hace unos días de repente. Gracias!Cc.,19,super  ojalá pueda ser corregido app entonces  apareció así hace días repente  gracias  cc ,1.0,1,misc
2023-03-14,Wooow que emoción,3,wooow emoción,1.0,0,misc
2023-03-14,:cara_de_fiesta: Nunca me gano nada.Pero hoy empeze bien mi día :pulgar_hacia_arriba_tono_de_piel_claro:,11, cara_de_fiesta  nunca gano nadapero hoy empeze bien día  pulgar_hacia_arriba_tono_de_piel_claro ,0.0,0,misc
2023-03-14,Exito:bandera_del_arcoíris::bandera_del_arcoíris:,1,exito  bandera_del_arcoíris  bandera_del_arcoíris ,1.0,0,misc
2023-03-15,"Ya les contesté, gracias",4,contesté  gracias,1.0,0,misc
2023-03-15,Listos !!!!!!!!,2,listos        ,1.0,0,misc
2023-03-15,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! :pulgar_hacia_arriba: Bancos fintech mexicano",23,gracias conocí  use  hoy dejo  definitivamente mio  si recomiendo   pulgar_hacia_arriba  bancos fintech mexicano,1.0,1,misc
2023-03-15,"Cámbiate a HeyBanco, hasta el momento es la mejor que he probado. Te dan 2% de todo lo que gastas, y es dinero gratis si eres como yo que siempre paga a tiempo y nunca paga intereses.",37,cámbiate heybanco  momento mejor probado  dan 2 % gastas  dinero gratis si siempre paga tiempo nunca paga intereses ,0.0,1,misc
2023-03-15,Wwwooowww que maravilla felicidades y por supuesto que ahí estaré para disfrutar de mi Chica Dorada,16,wwwooowww maravilla felicidades supuesto ahí disfrutar chica dorada,1.0,0,misc
2023-03-15,En verdad les agradezco ya que no tengo la tarjeta de débito y la necesito,15,verdad agradezco tarjeta débito necesito,1.0,0,misc
2023-03-16,Muchas gracias por la información ahí nos vemos el 3 de Junio,12,muchas gracias información ahí vemos 3 junio,1.0,0,misc
2023-03-16,Pues bueno... xd,3,pues bueno  xd,1.0,0,misc
2023-03-16,Es una DJ increíble,4,dj increíble,1.0,0,misc
2023-03-16,Muchas graciasQuedo en esperaSaludos.,4,muchas graciasquedo esperasaludos ,1.0,0,misc
2023-03-16,Un festival 100% tercermundista. ¡Felicidades!,5,festival 100 % tercermundista  felicidades ,1.0,0,misc
2023-03-16,La Supermana hermosa :dos_corazones:,4,supermana hermosa  dos_corazones ,1.0,0,misc
2023-03-17,Gracias por el seguimiento!,4,gracias seguimiento ,1.0,0,misc
2023-03-17,mi primera tdc :tarjeta_de_crédito::corazón_latiendo: thx,5,primera tdc  tarjeta_de_crédito  corazón_latiendo  thx,1.0,1,misc
2023-03-17,Gracias por su respuesta,4,gracias respuesta,1.0,0,misc
2023-03-17,"Gracias, espero su pronta respuesta de agradecimiento",7,gracias  espero pronta respuesta agradecimiento,1.0,0,misc
2023-03-17,Estoy sorprendido como permite que se organicen esas cosas. :cara_vomitando:,10,sorprendido permite organicen cosas   cara_vomitando ,1.0,0,misc
2023-03-18,"Gracias, como siempre super buena y rápida, la atención de su pae.",12,gracias  siempre super buena rápida  atención pae ,1.0,0,misc
2023-03-19,Muchas gracias :),3,muchas gracias  ),1.0,0,misc
2023-03-21,"Hola Quiero decirles que muchas gracias por el seguimiento a mi problema sobre el Token, ya quedo resuelto Muy buena atención, al final no fue problema de pae suya sino de mi operadora Saludos.",34,hola quiero decirles muchas gracias seguimiento problema token  quedo resuelto buena atención  final problema pae sino operadora saludos ,0.0,1,misc
2023-03-22,Gracias,1,gracias,1.0,0,misc
2023-03-22,Hey ya no nos hagan sufrir más a los de la dinámica de tikitoki jajaja :cara_llorando_fuerte::corazón_brillante:,16,hey hagan sufrir dinámica tikitoki jajaja  cara_llorando_fuerte  corazón_brillante ,1.0,0,misc
2023-03-23,Que tal buen dia. Necesito ayuda.,6,tal buen dia  necesito ayuda ,1.0,1,support
2023-03-23,"Excelente servicio en atención a clientes :manos_formando_un_corazón_tono_de_piel_claro:, nunca cambien! :corazón_rojo:",10,excelente servicio atención clientes  manos_formando_un_corazón_tono_de_piel_claro   nunca cambien   corazón_rojo ,1.0,1,misc
2023-03-23,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,23,ojito ahí dinámicas día hoy gane dinámica abono pal noe etiqueta…,1.0,0,misc
2023-03-24,Saludos bro. Gracias por ver los vídeos.,7,saludos bro  gracias ver vídeos ,0.0,0,misc
2023-03-24,Gracias!,1,gracias ,1.0,0,misc
2023-03-24,"Gracias, tocayo. Soy tu fan. ;)",6,gracias  tocayo  fan  ; ),1.0,0,misc
2023-03-24,¡Hola! Permíteme conocer más de tu caso vía mensaje privado para poder dae la atención necesaria y rápida. ¡Saludos!,19,hola  permíteme conocer caso vía mensaje privado poder dae atención necesaria rápida  saludos ,1.0,1,support
2023-03-24,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,23,ojito ahí dinámicas día hoy gane dinámica abono pal noe etiqueta…,1.0,0,misc
2023-03-24,o fácil,2,fácil,1.0,0,misc
2023-03-25,Gracias,1,gracias,1.0,0,misc
2023-03-25,"Hola! Ntp después de otros intentos me pudieron asistir, gracias!",10,hola  ntp después intentos pudieron asistir  gracias ,0.0,0,misc
2023-03-26,Si la anualidad es de $999. Si juntas $100k estas libre de la anualidad. Mucho mejor que ese pedazo de metal VISA Standard,23,si anualidad $ 999  si junta $ 100k libre anualidad  mejor pedazo metal visa standard,0.0,1,misc
2023-03-26,"exacto, todas son duales",4,exacto  toda duales,1.0,0,misc
2023-03-26,Por eso Fondeadora Metal es World Elite;),7,fondeadora metal world elite ; ),1.0,0,misc
2023-03-28,Ok gracias,2,ok gracias,1.0,0,misc
2023-03-28,"Gracias a Dios, JAJAJA.",4,gracias dios  jajaja ,1.0,0,misc
2023-03-28,igual a mi con amazon.,5,igual amazon ,1.0,0,misc
2023-03-28,This is the oppounity of a lifetime! Gotta watch this web3 developer's MEV strategy video and learn how to make some serious cash with crypto.,25,this is the oppounity of lifetime  got ta watch this web3 developer 's mev strategy video and learn how to make some serious cash with crypto ,0.0,0,misc
2023-03-28,"Ese hombre merece que le mandes además de tan grata felicitación una foto especial, única y sin censura autografiada x la Diosa de TW.",24,hombre merece mande además tan grata felicitación foto especial  única censura autografiada x diosa tw ,1.0,0,misc
2023-03-28,Que Dios le pague con muchos hijos.,7,dios pague hijos ,0.0,0,misc
2023-03-28,Mándamela a mi!! Yo se la hago llegar !! Jajaja. Chido que te resolvió !,15,mándamela   hago llegar   jajaja  chido resolvió ,0.0,0,misc
2023-03-28,Le mando un beso tronado y apretón de nalga a Ángel Argüello de que en dos horas me resolvió un asunto que llevaba 59 días estancado. Agradecida con el de abajo :cara_suplicante:,32,mando beso tronado apretón nalga ángel argüello do horas resolvió asunto llevaba 59 días estancado  agradecida abajo  cara_suplicante ,0.0,1,misc
2023-03-29,"No te había dicho que conozco a Angel, pero es muy tímido, si gustas yo le hago llegar el presente",20,dicho conozco angel  tímido  si gustas hago llegar presente,0.0,0,misc
2023-03-29,"Gracias, ya recibí el código :pulgar_hacia_arriba:",6,gracias  recibí código  pulgar_hacia_arriba ,0.0,0,misc
2023-03-29,Ser agradecida. Y si es con el de abajo mejor...,10,ser agradecida  si abajo mejor ,1.0,0,misc
2023-03-29,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio enormemente; si ustedes gustan donar algo pueden hacerlo a la clabe 058597000024431851 en HeyBanco a nombre de Noris Vargas G. (Sin embargo también pueden",44,agradezco persona querido hacer donaciones vestuario  duda agradezco aprecio enormemente ; si ustedes gustan donar pueden hacerlo clabe 058597000024431851 heybanco nombre noris vargas g ( embargo pueden,0.0,0,misc
2023-03-29,Jajaja muy bien!,3,jajaja bien ,1.0,0,misc
2023-03-29,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,23,ojito ahí dinámicas día hoy gane dinámica abono pal noe etiqueta…,1.0,0,misc
2023-03-29,Amigues por primera vez en mi vida gane una dinámica JAJAJAJAJA Gracias no gane el pastel pero si esta dinámica :chispas:,21,amigues primera vez vida gane dinámica jajajajaja gracias gane pastel si dinámica  chispas ,1.0,0,misc
2023-03-30,Teniendo tantas juntas de Cashback y viendo los beneficios me dan ganas de sacar mis tarjetas de &amp;,18,tantas junta cashback viendo beneficios dan ganas sacar tarjetas & amp ;,1.0,1,misc
2023-03-30,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio…",20,agradezco persona querido hacer donaciones vestuario  duda agradezco aprecio…,1.0,0,misc
2023-03-31,"Gracias, supongo que es así por semana santa, correcto? Saludos!",10,gracias  supongo así semana santa  correcto ? saludos ,0.0,1,support
2023-03-31,"Gracias, estaré pendiente a qué me responda",7,gracias  pendiente responda,1.0,0,misc
2023-03-31,"Es que hay un secreto para que te contesten rápido, te lo cuento cuando estemos bebiendo y no, ojalá me paguen, me resuelven súper rápido.",25,secreto contesten rápido  cuento bebiendo  ojalá paguen  resuelven súper rápido ,1.0,0,misc
2023-04-01,Muchas gracias!,2,muchas gracias ,1.0,0,misc
2023-04-01,Muchas gracias ya me comuniqué y me dieron folio de seguimiento respecto a mi situación y estoy en espera que me revuelva lo antes posible!,25,muchas gracias comuniqué dieron folio seguimiento respecto situación espera revuelva posible ,1.0,1,misc
2023-04-03,Gracias a Tamos readys en PalNoe :león:,7,gracias tamos ready palnoe  león ,1.0,0,misc
2023-04-03,"Bueno, intento más tarde, muchas gracias, Maite!! Un gusto saludae:cara_sonriente:",10,bueno  intento tarde  muchas gracias  maite   gusto saludae  cara_sonriente ,1.0,0,misc
2023-04-03,"Habla al número que está en la tarjeta, yo lo hice así y no tuve ningún problema en españa ;)",20,habla número tarjeta  hice así ningún problema españa ; ),1.0,1,misc
2023-04-03,This web3 developer's MEV strategy is a game-changer. He's making over 5 ETH per week and you need to learn how!,21,this web3 developer 's mev strategy is game-changer  's making over 5 eth per week and you need to learn how ,1.0,0,misc
2023-04-04,"Te cuento lo que hice Yo tampoco tenía Historial pero tenía la de Nubank y hasta ahí todo bien, posterior fui con Heybanco, y realmente no interesaba usar su tarjeta.Pero vi que tenía un pagare y me interesóMe registre a la cuenta, no solicite plástico ni nada",47,cuento hice tampoco historial nubank ahí bien  posterior heybanco  realmente interesaba usar tarjetapero vi pagare interesóme registre cuenta  solicite plástico,0.0,1,misc
2023-04-06,Ya resolví gracias,3,resolví gracias,1.0,0,misc
2023-04-06,Gracias por darnos agüita en para no morir de disentería por el agua puerca de los bebedores de :cara_de_náuseas:,19,gracias darnos agüita morir disentería agua puerca bebedores  cara_de_náuseas ,0.0,0,misc
2023-04-08,Buenas tardes,2,buenas tardes,1.0,0,misc
2023-04-08,"¿Adivinen dónde estoy?¡Que buena experiencia, !",6,¿adivinen dónde ? que buena experiencia  ,1.0,0,misc
2023-04-11,"5/ Seguramente veremos a y dando más noticias de innovación y servicios, pero sobre todo generando más competencia en la industria financiera, lo cual beneficia a todos los usuarios.BancaDigital NuMéxico HeyBanco Innovación CompetenciaFinanciera Fintech",34,5/ seguramente veremos dando noticias innovación servicios  generando competencia industria financiera  beneficia usuariosbancadigital numéxico heybanco innovación competenciafinanciera fintech,1.0,1,misc
2023-04-11,"4/ La gran ventaja de es su experiencia de 5 años en el mercado, ganando terreno entre los jóvenes por sus servicios y por patrocinar festivales de música, lo que les permite crecer junto con sus clientes.",37,4/ gran ventaja experiencia 5 años mercado  ganando terreno jóvenes servicios patrocinar festivales música  permite crecer junto clientes ,1.0,1,misc
2023-04-13,Gracias les volví a contestar el dm,7,gracias volví contestar dm,1.0,0,misc
2023-04-13,"Gracias hey banco, solucionaron el problema.",6,gracias hey banco  solucionaron problema ,1.0,0,misc
2023-04-14,Muchísimas gracias,2,muchísimas gracias,1.0,0,misc
2023-04-14,Muchas gracias por su respuesta tan pronta.,7,muchas gracias respuesta tan pronta ,1.0,0,misc
2023-04-14,"gracias por la pronta devolución, me sirvio para pagarle a",10,gracias pronta devolución  sirvio pagarle,1.0,0,misc
2023-04-15,Muchas gracias mando DM a la brevedad,7,muchas gracias mando dm brevedad,1.0,0,misc
2023-04-15,No má gracias tío estuvo fantástico este descuento del 50% en mi checkup en,14,má gracias tío fantástico descuento 50 % checkup,1.0,0,misc
2023-04-17,"Super, gracias.",2,super  gracias ,1.0,0,misc
2023-04-18,"Correcto, esperaré el contacto por pae de ustedes para arreglar la situación de mi inversión hey pro al 10%",19,correcto  esperaré contacto pae ustedes arreglar situación inversión hey pro 10 %,0.0,1,support
2023-04-19,muchas gracias,2,muchas gracias,1.0,0,misc
2023-04-19,"Excelente, muchas gracias por su sopoe, tío hey. De igual manera quiero agregar que el error ya fue solucionado, y adicional, durante el día recibí un SMS donde me notificaban que debido a una incidencia se mostraba el 5% y que lo estaban trabajando. Nuevamente gracias :personas_abrazándose:",47,excelente  muchas gracias sopoe  tío hey  igual manera quiero agregar error solucionado  adicional  día recibí sm notificaban debido incidencia mostraba 5 % trabajando  nuevamente gracias  personas_abrazándose ,1.0,1,misc
2023-04-19,Muchas gracias. Voy a comunicarme entonces.,6,muchas gracias  voy comunicarme entonces ,1.0,0,misc
2023-04-19,"Están en proceso de resolver según mensajes que me están enviando los de hey banco, saludos.",16,proceso resolver según mensajes enviando hey banco  saludos ,1.0,0,misc
2023-05-12,Gracias,1,gracias,1.0,0,misc
2023-05-12,Ya me llego gracias,4,llego gracias,1.0,0,misc
2023-05-12,"Un gusto saludae Erich, ponemos a tu disposición nuestra cuenta de correo electrónico en la que con gusto atenderemos tus dudas, escríbenos: asesoria@condusef.gob.mx , recuerda que CONDUSEF te apoya.",29,gusto saludae erich  ponemos disposición cuenta correo electrónico gusto atenderemos dudas  escríbenos  asesoria @ condusefgobmx  recuerda condusef apoya ,1.0,0,misc
2023-05-12,el mejor banco &lt;3,4,mejor banco & lt ; 3,1.0,0,misc
2023-05-12,"Uno de los productos más esperados del año!!!! En YouTube ya tenemos el unboxing, activación y pequeña navegación por el app de la tarjeta metálica de ! Les compao el link del video: TarjetaDeCrédito HeyBanco",35,productos esperados año     youtube unboxing  activación pequeña navegación app tarjeta metálica  compao link video  tarjetadecrédito heybanco,1.0,1,misc
2023-05-13,Es la mejor que he visto hasta ahora,8,mejor visto ahora,1.0,0,misc
2023-05-15,Excelente muchas gracias,3,excelente muchas gracias,1.0,0,misc
2023-05-15,muchas gracias por su respuesta!,5,muchas gracias respuesta ,1.0,0,misc
2023-05-15,"Llamar para pelear a me resta tiempo, kilos, neuronas, prácticamente me resta vida ese banco pitero.",16,llamar pelear resta tiempo  kilo  neuronas  prácticamente resta vida banco pitero ,0.0,0,misc
2023-05-15,"hola, excelente tarde, me podrían ayudar con algo. Les mandé DM, por favor, muchas gracias :manos_en_oración:",16,hola  excelente tarde  podrían ayudar  mandé dm  favor  muchas gracias  manos_en_oración ,1.0,1,support
2023-05-15,Me encanta que HeyBanco ya te manda notificación cuando se hace el cobro :mano_haciendo_el_gesto_de_llamar_tono_de_piel_claro_medio:,14,encanta heybanco manda notificación hace cobro  mano_haciendo_el_gesto_de_llamar_tono_de_piel_claro_medio ,1.0,1,misc
2023-05-15,tienen algún tiempo estimado de respuesta,6,algún tiempo estimado respuesta,1.0,0,misc
2023-05-15,"Conociendo la contraseña y el usuario, se puede entrar fácilmente desde otro dispositivo y sin que te llegue algún tipo de notificación por vía SMS y correo electrónico, esto lo sabes muy bien",33,conociendo contraseña usuario  puede entrar fácilmente dispositivo llegue algún tipo notificación vía sm correo electrónico  sabes bien,0.0,1,misc
2023-05-15,Eso explica todo,3,explica,1.0,0,misc
2023-05-16,"Hola si, hoy por la mañana ya tenía de nuevo mi usuario y funcionó con normalidad mi app",18,hola si  hoy mañana nuevo usuario funcionó normalidad app,0.0,1,misc
2023-05-16,¡CON RAZÓN!,2,con razón ,1.0,0,misc
2023-05-16,"Yo tengo la de garantía :gato_sonriendo_con_ojos_sonrientes:, pero creo que voy bien, hasta cuántos meses se puede la de las normales, tengo inversión, nómina y cuenta de débitos ahi :)",29,garantía  gato_sonriendo_con_ojos_sonrientes   creo voy bien  cuántos me puede normales  inversión  nómina cuenta débitos ahi  ),0.0,1,misc
2023-05-16,Que bueno que no cambie mi nómina a,8,bueno cambie nómina,1.0,0,misc
2023-05-16,Gracias por avisar,3,gracias avisar,1.0,0,misc
2023-05-16,"Buen día, les envié un mensaje, espero me puedan ayudar. Gracias.",11,buen día  envié mensaje  espero puedan ayudar  gracias ,1.0,1,support
2023-05-16,"Buenos días, una vez más sigo en espera",8,buenos días  vez sigo espera,1.0,1,support
2023-05-17,Gracias ya quedó resuelto,4,gracias quedó resuelto,1.0,0,misc
2023-05-17,Qué tengas excelente mitad de semana.:fuego::cara_pensativa:Para quienes aún tienen duda de cómo funciona la tarjeta Garantizada de :cara_guiñando_el_ojo::dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro_medio:https://t.co/b6iYPqXW4F,18,excelente mitad semana   fuego  cara_pensativa  aún duda cómo funciona tarjeta garantizada  cara_guiñando_el_ojo  dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro_medio  http  //tco/b6iypqxw4f,0.0,1,misc
2023-05-17,solicito apoyo,2,solicito apoyo,1.0,1,support
2023-05-17,Qué tengas excelente mitad de semana.:fuego::cara_pensativa:Para quienes aún tienen duda de cómo funciona la tarjeta Garantizada de :cara_guiñando_el_ojo:…,18,excelente mitad semana   fuego  cara_pensativa  aún duda cómo funciona tarjeta garantizada  cara_guiñando_el_ojo  …,0.0,1,misc
2023-05-18,Ya quedó. Muchas gracias.,4,quedó  muchas gracias ,1.0,0,misc
2023-05-18,Tqm :corazón_rojo::corazón_rojo:,2,tqm  corazón_rojo  corazón_rojo ,0.0,0,misc
2023-05-19,"Ok, gracias",2,ok  gracias,1.0,0,misc
2023-05-19,Jajaja. Siii. Muchos días. :cara_de_desaprobación: chale,6,jajaja  siii  días   cara_de_desaprobación  chale,0.0,0,misc
2023-05-19,Todo resuelto Gracias equipo,4,resuelto gracias equipo,1.0,0,misc
2023-05-20,"Agradecido con que me ayudaron con una aclaración rapidísimo, cada día más feliz de haber dejado la banca tradicional por ustedes! :manos_levantadas_celebrando:",22,agradecido ayudaron aclaración rapidísimo  cada día feliz haber dejado banca tradicional ustedes   manos_levantadas_celebrando ,1.0,1,misc
2023-05-21,Muchas gracias :manos_formando_un_corazón:,3,muchas gracias  manos_formando_un_corazón ,1.0,0,misc
2023-05-21,Hola buen día,3,hola buen día,1.0,0,support
2023-05-22,Gracias !,2,gracias ,1.0,0,misc
2023-05-22,"Listo, enviado! Saludos",3,listo  enviado  saludos,1.0,0,misc
2023-05-22,Me gusta heybanco para bajarles el mandado a los bancos españoles que dominan este país,15,gusta heybanco bajarles mandado bancos españoles dominan país,1.0,1,misc
2023-05-23,yo presumiendo el 10% anual de HeyBanco y que Klar decide sacar 14%… muy tentador,15,presumiendo 10 % anual heybanco klar decide sacar 14 % … tentador,1.0,1,misc
2023-05-23,YA RESUELVEME ME URGE HACER UNA COMPRA,7,resuelveme urge hacer compra,0.0,1,support
2023-05-23,"Recomiendo ampliamente que usen y como alternativas a los llamados bancos tradicionales. Si sus bancos les están cobrando alguna comisión de cualquier tipo en sus cuentas de débito o peor aún, no están generando nada, entonces están en el lugar incorrecto.",41,recomiendo ampliamente usen alternativas llamados bancos tradicionales  si bancos cobrando alguna comisión cualquier tipo cuentas débito peor aún  generando  entonces lugar incorrecto ,1.0,1,misc
2023-05-24,Gracias. Saludos,2,gracias  saludos,1.0,0,misc
2023-05-24,"Si, bueno me dijeron que tenía que marcar. Y si quedo.",11,si  bueno dijeron marcar  si quedo ,1.0,0,misc
2023-05-24,Ay si pasó ya afounadamente. Jejeje.,6,ay si pasó afounadamente  jejeje ,1.0,0,misc
2023-05-25,Gracias! Ya les respondi!,4,gracias  respondi ,1.0,0,misc
2023-05-25,Jaja nel,2,jaja nel,1.0,0,misc
2023-05-27,"Okay, Gracias",2,okay  gracias,0.0,0,misc
2023-05-27,Ya funcionó nuevamente la aplicación,5,funcionó nuevamente aplicación,1.0,1,misc
2023-05-27,"Me contestan a mi también, pero ya",7,contestan ,0.0,1,support
2023-05-29,"Listo, ya se los mandé , gracias .",8,listo  mandé  gracias ,1.0,0,misc
2023-05-29,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,22,hey siempre control finanzas ahora movimientos gracias notificaciones qu…,1.0,1,misc
